user,pred_ns,ground_truth_x,common_items,pred_no_ns,items_in_ns_not_in_noNs,items_in_noNs_not_in_ns,ns_higher_ranked,noNs_higher_ranked
1564,"[1714, 3770, 2439, 2335, 1528, 1467, 665, 2783, 58, 3341]","[1073, 616, 718, 2746, 2463, 777, 193]",[],"[323, 312, 923, 2463, 540, 744, 876, 598, 1543, 803, 2746, 526, 522, 1234, 298, 1520, 433, 1544, 1118, 1522]","[2335, 2439, 3341, 1714, 1528, 665, 58, 1467, 3770, 2783]","[1543, 1544, 522, 526, 923, 540, 2463, 803, 298, 433, 312, 2746, 323, 1234, 598, 1118, 744, 876, 1520, 1522]",[],[]
186,"[2741, 789, 3458, 1386, 2292, 2341, 3685, 947, 113, 3359]","[242, 823, 90, 255, 929]",[],"[540, 348, 1522, 440, 437, 2157, 995, 1067, 1306, 731, 898, 733, 343, 90, 610, 546, 826, 823, 3500, 1236]","[3458, 3685, 2341, 1386, 113, 947, 2292, 789, 2741, 3359]","[898, 1306, 540, 546, 1067, 3500, 437, 823, 440, 826, 1236, 343, 90, 731, 348, 733, 610, 995, 2157, 1522]",[],[]
1692,"[114, 2721, 466, 2406, 3178, 3810, 1347, 3628, 1380, 2394]","[830, 587]",[],"[187, 274, 333, 272, 582, 273, 957, 587, 290, 167, 962, 104, 342, 188, 963, 279, 681, 330, 1619, 292]","[2721, 3810, 1347, 1380, 2406, 3178, 3628, 114, 466, 2394]","[272, 273, 274, 279, 290, 292, 167, 681, 187, 188, 957, 962, 963, 582, 330, 587, 333, 1619, 342, 104]",[],[]
804,"[2332, 3319, 1395, 1843, 3919, 1277, 990, 141, 2956, 4417]","[610, 1779, 894, 2388, 3254, 2825, 1265, 2824, 2827]",[],"[1779, 894, 530, 2156, 892, 2890, 613, 1787, 1518, 1653, 2153, 1776, 1809, 1885, 1519, 615, 1831, 3938, 1523, 2824]","[4417, 2956, 141, 3919, 1843, 1395, 3319, 2332, 1277, 990]","[2824, 1809, 530, 1831, 2890, 1885, 3938, 613, 615, 2153, 2156, 1518, 1519, 1776, 1779, 1523, 1653, 1787, 892, 894]",[],[]
1112,"[131, 1502, 3906, 4170, 1727, 279, 17, 1707, 475, 1805]","[97, 49, 255]",[],"[1628, 2690, 249, 1064, 329, 912, 1996, 1425, 336, 296, 419, 916, 334, 1053, 245, 1995, 922, 581, 49, 2878]","[3906, 131, 4170, 1707, 1805, 17, 279, 475, 1502, 1727]","[2690, 912, 1425, 916, 922, 1053, 419, 1064, 296, 49, 2878, 581, 329, 1995, 1996, 334, 336, 1628, 245, 249]",[],[]
565,"[869, 279, 786, 2092, 3972, 3349, 4322, 3479, 3636, 1161]",[1809],[],"[3666, 930, 1829, 346, 1841, 3196, 1843, 4365, 450, 931, 1697, 374, 1828, 3933, 1481, 454, 1415, 353, 453, 364]","[4322, 3972, 869, 1161, 2092, 786, 3636, 3349, 3479, 279]","[1415, 4365, 1697, 930, 931, 1828, 1829, 1841, 1843, 450, 453, 454, 1481, 3666, 346, 3933, 353, 364, 374, 3196]",[],[]
1407,"[4335, 1514, 3451, 431, 4402, 1033, 2160, 1415, 4084, 1868]","[298, 1088, 453, 2070, 673, 1576]",[],"[292, 307, 610, 781, 337, 734, 309, 303, 512, 417, 1118, 285, 443, 683, 923, 232, 682, 685, 680, 798]","[1415, 1033, 1514, 1868, 431, 4335, 2160, 4402, 4084, 3451]","[512, 781, 923, 285, 798, 417, 292, 680, 682, 683, 685, 303, 307, 309, 443, 337, 734, 1118, 610, 232]",[],[]
822,"[1681, 2327, 3950, 2713, 1315, 567, 3738, 680, 420, 1491]","[392, 2903, 379, 2005, 239, 824]",[],"[258, 381, 733, 2428, 1675, 2254, 346, 1634, 109, 379, 2135, 216, 803, 388, 549, 799, 248, 2079, 620, 467]","[1315, 420, 680, 3950, 1681, 1491, 567, 2713, 3738, 2327]","[258, 388, 1675, 2079, 799, 803, 549, 2254, 467, 2135, 216, 346, 733, 1634, 620, 109, 248, 379, 2428, 381]",[],[]
1212,"[1806, 1040, 1282, 3363, 3744, 19, 953, 4325, 2427, 3942]","[438, 827, 937, 329, 1983]",[],"[38, 90, 126, 910, 251, 1385, 438, 989, 761, 45, 258, 823, 620, 1064, 253, 1315, 381, 242, 371, 127]","[3744, 1282, 3363, 4325, 3942, 1806, 1040, 19, 953, 2427]","[258, 910, 1315, 38, 1064, 45, 438, 823, 90, 989, 253, 1385, 620, 242, 371, 761, 251, 381, 126, 127]",[],[]
310,"[2302, 3599, 1681, 603, 807, 884, 1226, 4197, 722, 2852]","[65, 1385, 167, 145]",[],"[191, 582, 1040, 969, 50, 164, 324, 65, 687, 202, 181, 443, 937, 587, 151, 489, 167, 190, 188, 673]","[2852, 4197, 807, 1226, 3599, 1681, 722, 884, 603, 2302]","[1040, 151, 673, 164, 167, 937, 687, 50, 181, 443, 188, 190, 191, 65, 324, 582, 969, 202, 587, 489]",[],[]
15,"[4347, 67, 4158, 3913, 3029, 705, 4257, 2747, 458, 3532]","[329, 417, 416, 418, 415, 421, 423]",[],"[417, 173, 329, 1813, 334, 686, 3896, 245, 682, 965, 202, 1094, 1385, 966, 191, 104, 2108, 975, 1340, 178]","[705, 4257, 67, 3913, 458, 3532, 3029, 4347, 2747, 4158]","[1813, 417, 682, 173, 686, 178, 3896, 2108, 1340, 191, 965, 1094, 966, 329, 202, 334, 975, 104, 1385, 245]",[],[]
305,"[2909, 3078, 3243, 1600, 3016, 1760, 721, 4177, 3440, 4232]","[2649, 3003, 692, 95, 3071]",[],"[168, 336, 174, 167, 2103, 589, 176, 184, 1340, 281, 963, 582, 65, 329, 1048, 181, 104, 326, 686, 3646]","[1600, 1760, 3078, 4232, 3016, 3243, 3440, 721, 4177, 2909]","[1048, 281, 167, 168, 174, 686, 176, 181, 2103, 184, 1340, 3646, 65, 963, 582, 326, 329, 589, 336, 104]",[],[]
153,"[724, 3322, 4292, 3052, 4068, 1018, 1500, 673, 3764, 3991]","[135, 899, 901, 138, 313, 688]",[],"[336, 50, 176, 104, 901, 164, 65, 649, 589, 184, 1629, 2168, 2240, 167, 585, 587, 279, 400, 296, 98]","[673, 4292, 4068, 3322, 3052, 724, 3764, 3991, 1018, 1500]","[901, 649, 400, 279, 164, 167, 296, 176, 50, 184, 2240, 65, 585, 587, 589, 336, 1629, 98, 104, 2168]",[],[]
1188,"[950, 749, 3667, 1129, 3584, 945, 2096, 810, 691, 2272]","[966, 271, 570]",[],"[581, 271, 966, 1048, 1342, 95, 582, 181, 50, 1033, 185, 583, 162, 1393, 135, 687, 496, 572, 201, 2791]","[3584, 2272, 1129, 810, 749, 2096, 945, 3667, 691, 950]","[135, 1033, 271, 1048, 162, 687, 50, 181, 185, 572, 1342, 581, 966, 582, 583, 201, 95, 2791, 496, 1393]",[],[]
1575,"[185, 1582, 2024, 3501, 4238, 967, 3767, 1435, 1828, 2290]","[1697, 1059]",[],"[382, 1132, 110, 1199, 116, 371, 468, 460, 376, 1360, 239, 1113, 937, 1608, 379, 388, 1732, 4389, 262, 549]","[1828, 967, 2024, 3501, 4238, 1582, 2290, 3767, 185, 1435]","[388, 262, 549, 4389, 937, 1199, 1732, 1608, 460, 1360, 468, 1113, 1132, 110, 239, 371, 116, 376, 379, 382]",[],[]
1140,"[4047, 3345, 2421, 4238, 928, 1249, 3475, 2924, 755, 1152]","[3029, 402, 2613]",[],"[402, 682, 182, 1977, 3076, 283, 186, 960, 942, 489, 328, 274, 941, 1340, 1158, 333, 962, 495, 181, 676]","[928, 1249, 1152, 2924, 4238, 4047, 3345, 3475, 755, 2421]","[3076, 1158, 402, 274, 283, 676, 682, 941, 942, 181, 182, 1977, 186, 1340, 960, 962, 328, 333, 489, 495]",[],[]
1618,"[4424, 3900, 2939, 4390, 2276, 1938, 3237, 4217, 1882, 2596]","[3622, 302]",[],"[338, 307, 795, 900, 1221, 1940, 230, 1220, 298, 1722, 522, 2529, 711, 302, 1817, 783, 300, 1668, 1823, 784]","[2596, 2276, 3237, 4390, 4424, 1938, 4217, 1882, 2939, 3900]","[1668, 900, 522, 783, 784, 1940, 1817, 795, 1823, 298, 300, 302, 307, 1722, 1220, 1221, 711, 338, 2529, 230]",[],[]
1362,"[3954, 792, 2807, 787, 2144, 3951, 1574, 2383, 3737, 2125]","[262, 2302, 2306, 3122, 108, 118, 724, 3216]",[],"[386, 239, 125, 624, 723, 118, 381, 38, 989, 2025, 1669, 430, 1908, 545, 127, 388, 2253, 724, 370, 1921]","[2144, 1574, 2125, 2383, 3951, 3954, 787, 2807, 792, 3737]","[1921, 386, 388, 1669, 545, 38, 430, 2253, 723, 724, 989, 2025, 239, 624, 370, 381, 1908, 118, 125, 127]",[],[]
12,"[3609, 229, 2294, 2782, 3946, 2293, 617, 176, 1156, 3635]","[363, 355, 349, 348, 353]",[],"[3698, 1902, 1565, 3051, 3697, 3458, 3695, 940, 939, 453, 363, 2142, 1903, 1843, 743, 1838, 348, 1839, 1829, 3692]","[1156, 229, 617, 3946, 176, 3635, 2293, 2294, 3609, 2782]","[3458, 1565, 1829, 939, 940, 1838, 1839, 1843, 453, 348, 2142, 743, 3051, 363, 3692, 1902, 3695, 1903, 3697, 3698]",[],[]
882,"[578, 2989, 3995, 3673, 1046, 4404, 878, 3720, 4417, 4387]","[4236, 1056, 743, 2555, 329, 1039]",[],"[330, 1056, 281, 187, 1469, 1278, 957, 1471, 1280, 655, 919, 177, 301, 1620, 731, 49, 48, 901, 174, 980]","[4417, 578, 4387, 3720, 2989, 878, 4404, 1046, 3673, 3995]","[1280, 901, 655, 919, 281, 1056, 301, 174, 48, 177, 49, 187, 957, 1469, 1471, 330, 1620, 980, 731, 1278]",[],[]
1624,"[530, 2242, 2028, 1782, 194, 1516, 3366, 569, 1338, 196]","[2403, 2849, 623, 91, 2402, 901]",[],"[925, 926, 655, 57, 3763, 41, 2406, 329, 916, 1086, 901, 1799, 331, 26, 2692, 1955, 1644, 863, 344, 645]","[194, 2242, 196, 3366, 2028, 1516, 530, 1782, 569, 1338]","[2692, 901, 645, 1799, 655, 916, 26, 925, 926, 1955, 41, 3763, 57, 1086, 329, 331, 344, 863, 2406, 1644]",[],[]
590,"[3149, 3840, 3815, 1852, 2520, 688, 638, 3028, 3239, 2116]","[2647, 3851, 151, 201, 2173]",[],"[174, 151, 176, 589, 50, 687, 2300, 966, 190, 1344, 1048, 188, 218, 963, 2101, 3291, 336, 181, 180, 172]","[3840, 2116, 3239, 3815, 3149, 688, 3028, 2520, 1852, 638]","[151, 1048, 172, 174, 687, 176, 50, 180, 2101, 181, 188, 190, 1344, 963, 966, 589, 336, 218, 3291, 2300]",[],[]
990,"[3420, 3351, 1732, 2970, 2921, 2387, 4003, 2093, 3271, 2531]","[1269, 3981, 1921, 1329, 2066, 1223, 2793, 725, 115, 910, 1388]",[],"[2066, 41, 1401, 249, 210, 3494, 1565, 221, 371, 252, 958, 329, 655, 220, 1053, 395, 2055, 1065, 1403, 1560]","[4003, 1732, 2531, 3271, 2921, 2093, 2387, 3351, 2970, 3420]","[2055, 1401, 395, 655, 2066, 1560, 1565, 1053, 3494, 41, 1065, 958, 329, 210, 220, 221, 371, 249, 1403, 252]",[],[]
745,"[2770, 4011, 3146, 2933, 1605, 2932, 4110, 1498, 2901, 3413]","[694, 659, 2178]",[],"[1117, 694, 563, 1739, 2040, 1115, 370, 1247, 2554, 2034, 1111, 659, 321, 2303, 56, 800, 1209, 1741, 45, 558]","[1605, 3146, 4011, 4110, 2770, 2932, 2933, 2901, 3413, 1498]","[659, 800, 45, 558, 563, 694, 56, 1209, 321, 1739, 1741, 1111, 1115, 1117, 1247, 370, 2034, 2040, 2554, 2303]",[],[]
806,"[1800, 3685, 1420, 175, 1536, 2173, 2647, 27, 4263, 2352]","[2225, 312]",[],"[612, 875, 530, 876, 515, 616, 102, 1877, 1758, 890, 596, 1718, 2809, 591, 1009, 883, 532, 502, 2179, 15]","[1536, 3685, 4263, 1800, 1420, 175, 2352, 2647, 27, 2173]","[515, 2179, 15, 530, 532, 1718, 591, 596, 1877, 1758, 612, 102, 616, 875, 876, 1009, 883, 502, 2809, 890]",[],[]
1551,"[2161, 4292, 535, 2195, 3764, 1629, 1119, 161, 4324, 2391]","[4420, 1643, 2060, 4297]",[],"[216, 989, 576, 258, 116, 2079, 2267, 110, 381, 1306, 2485, 132, 1755, 2281, 108, 1281, 246, 1291, 2658, 2577]","[161, 4292, 4324, 2161, 2195, 3764, 535, 1629, 2391, 1119]","[1281, 258, 132, 1291, 2577, 1306, 2079, 2485, 576, 216, 2267, 1755, 989, 2658, 2281, 108, 110, 116, 246, 381]",[],[]
1070,"[870, 3997, 3444, 2595, 2202, 4243, 323, 3624, 4374, 173]","[460, 1610, 258, 42, 3169, 562, 53]",[],"[41, 549, 826, 1065, 53, 2881, 1634, 45, 258, 2258, 989, 460, 544, 3109, 3410, 55, 3832, 2025, 563, 1291]","[323, 2595, 870, 3624, 173, 4243, 3444, 4374, 2202, 3997]","[258, 1291, 544, 3109, 549, 41, 1065, 45, 563, 53, 55, 826, 2881, 460, 2258, 3410, 989, 1634, 2025, 3832]",[],[]
1111,"[263, 1348, 3506, 1366, 4028, 3995, 2846, 4091, 1562, 1622]","[3527, 2242, 1921, 2554]",[],"[905, 827, 50, 324, 345, 65, 82, 901, 1064, 426, 343, 45, 249, 617, 335, 655, 118, 1489, 624, 114]","[1348, 3995, 263, 3506, 1366, 1622, 1562, 4091, 4028, 2846]","[901, 905, 655, 1064, 426, 45, 50, 827, 65, 324, 335, 1489, 82, 343, 345, 617, 624, 114, 118, 249]",[],[]
919,"[4425, 1775, 3693, 3688, 2685, 2684, 3452, 4437, 3524, 4423]","[1308, 3365]",[],"[258, 937, 384, 1634, 761, 826, 249, 929, 109, 453, 392, 723, 2632, 1567, 1291, 1702, 543, 3272, 2303, 253]","[2684, 3524, 4423, 3688, 4425, 3693, 1775, 4437, 3452, 2685]","[384, 258, 392, 1291, 1567, 543, 929, 1702, 937, 826, 453, 2632, 3272, 723, 1634, 109, 761, 249, 253, 2303]",[],[]
834,"[1329, 1874, 1221, 3291, 2436, 1749, 198, 4303, 3057, 3069]",[1645],[],"[681, 281, 341, 333, 249, 3125, 274, 329, 960, 187, 582, 1382, 204, 683, 292, 257, 827, 1340, 167, 963]","[2436, 1221, 198, 4303, 1329, 1874, 3057, 1749, 3291, 3069]","[257, 274, 281, 292, 167, 681, 683, 3125, 187, 827, 1340, 960, 963, 582, 329, 204, 333, 341, 1382, 249]",[],[]
1414,"[598, 1740, 3899, 3212, 2103, 790, 2919, 1847, 3013, 1592]","[2594, 1425]",[],"[916, 1921, 117, 1425, 242, 823, 997, 925, 761, 1064, 1053, 543, 1489, 1801, 118, 717, 257, 239, 438, 245]","[3013, 2919, 1740, 3212, 2103, 598, 1847, 1592, 790, 3899]","[1921, 257, 1801, 1425, 916, 925, 1053, 543, 1064, 438, 823, 717, 1489, 997, 239, 242, 117, 118, 245, 761]",[],[]
503,"[3733, 4449, 4257, 1841, 3632, 2544, 4037, 3339, 4466, 113]","[97, 301, 3648, 2822, 303]",[],"[101, 106, 82, 90, 38, 659, 20, 324, 581, 44, 54, 703, 50, 2391, 560, 335, 436, 624, 45, 687]","[4449, 4257, 4037, 3339, 3632, 1841, 2544, 4466, 113, 3733]","[659, 20, 38, 44, 45, 687, 560, 50, 436, 54, 703, 324, 581, 335, 82, 2391, 90, 101, 106, 624]",[],[]
108,"[2812, 666, 58, 2985, 1550, 2754, 3845, 3218, 3425, 3448]","[511, 1713, 607, 1822, 1818, 1820, 808, 603, 1813, 433]",[],"[607, 532, 338, 603, 630, 96, 1306, 307, 1785, 610, 102, 594, 323, 593, 2567, 604, 1787, 97, 615, 306]","[3425, 2754, 3845, 2985, 1550, 3218, 666, 3448, 58, 2812]","[2567, 532, 1306, 306, 307, 323, 593, 338, 594, 603, 604, 607, 96, 97, 610, 102, 615, 630, 1785, 1787]",[],[]
982,"[3016, 3507, 756, 140, 877, 886, 3331, 2802, 1177, 2304]","[4268, 383, 116, 4320, 440]",[],"[1833, 350, 389, 348, 3458, 1903, 448, 1565, 4268, 383, 737, 628, 141, 358, 1707, 1838, 927, 362, 450, 3480]","[2304, 3331, 3016, 140, 877, 2802, 3507, 756, 886, 1177]","[3458, 389, 141, 3480, 1565, 927, 1833, 1707, 4268, 1838, 448, 450, 348, 350, 737, 358, 362, 1903, 628, 383]",[],[]
1,"[3759, 2750, 2650, 2013, 2261, 3795, 3389, 2685, 3464, 4081]","[78, 70, 69, 75, 74, 71]",[],"[1141, 2839, 3390, 3451, 3121, 1682, 387, 483, 1727, 3334, 3387, 3452, 1280, 3450, 459, 2187, 2418, 2766, 1179, 261]","[3464, 3759, 2013, 4081, 3795, 2261, 2650, 3389, 2685, 2750]","[1280, 387, 261, 3334, 2187, 1682, 2839, 1179, 3121, 3387, 3390, 1727, 459, 2766, 483, 2418, 1141, 3450, 3451, 3452]",[],[]
9,"[1340, 40, 997, 209, 2534, 1727, 1744, 499, 4243, 4389]","[277, 296, 286, 292, 283, 186]",[],"[186, 587, 180, 164, 292, 277, 82, 301, 181, 167, 185, 230, 104, 333, 582, 1888, 187, 952, 492, 232]","[4389, 997, 2534, 40, 1744, 209, 499, 4243, 1340, 1727]","[277, 164, 292, 167, 301, 180, 181, 952, 185, 186, 187, 582, 587, 333, 82, 1888, 230, 104, 232, 492]",[],[]
1374,"[1502, 1582, 58, 2202, 1109, 2861, 970, 3104, 1608, 3092]",[2141],[],"[624, 1921, 710, 251, 649, 45, 125, 245, 335, 537, 50, 343, 2737, 1117, 210, 117, 65, 735, 82, 819]","[3104, 58, 1608, 970, 2861, 1582, 3092, 1109, 2202, 1502]","[1921, 649, 537, 45, 2737, 50, 819, 65, 710, 335, 210, 82, 343, 1117, 735, 624, 245, 117, 251, 125]",[],[]
1539,"[4430, 2637, 4059, 3436, 281, 4023, 4094, 2181, 1285, 1432]","[2291, 257, 1685, 371, 978]",[],"[257, 2321, 438, 997, 118, 1151, 251, 910, 2157, 381, 241, 1679, 823, 239, 758, 1921, 937, 995, 1801, 543]","[1285, 2181, 3436, 2637, 4430, 4023, 1432, 281, 4059, 4094]","[257, 1921, 1801, 910, 1679, 2321, 543, 937, 438, 823, 995, 997, 2157, 239, 241, 118, 758, 251, 381, 1151]",[],[]
1196,"[3887, 2845, 976, 1948, 1511, 832, 1458, 4096, 3155, 1289]","[2000, 978, 632]",[],"[827, 417, 292, 682, 681, 683, 673, 570, 328, 257, 1995, 308, 498, 342, 3296, 672, 1410, 1921, 1382, 825]","[832, 4096, 1511, 1289, 3887, 976, 1458, 3155, 1948, 2845]","[257, 1410, 1921, 672, 417, 673, 292, 681, 682, 683, 308, 825, 570, 827, 328, 1995, 342, 3296, 1382, 498]",[],[]
1096,"[156, 1629, 3333, 2238, 3558, 922, 1745, 412, 2370, 218]","[440, 736, 1156, 543]",[],"[125, 929, 439, 101, 54, 437, 2669, 906, 736, 1996, 374, 2242, 2822, 641, 931, 624, 930, 348, 59, 995]","[2370, 3333, 3558, 1745, 156, 218, 412, 1629, 2238, 922]","[641, 2822, 906, 929, 930, 931, 437, 54, 439, 59, 2242, 1996, 348, 736, 995, 101, 2669, 624, 374, 125]",[],[]
176,"[3285, 1450, 32, 4069, 3761, 429, 116, 3944, 3535, 3385]","[1694, 687, 2378, 682, 2376, 308, 417, 1813]",[],"[308, 337, 975, 298, 1086, 1260, 923, 1889, 417, 630, 307, 1219, 1221, 498, 681, 420, 309, 899, 3151, 2475]","[32, 4069, 3944, 1450, 429, 3535, 3761, 116, 3285, 3385]","[899, 923, 417, 420, 681, 298, 2475, 307, 308, 309, 1086, 1219, 1221, 975, 3151, 337, 1889, 1260, 498, 630]",[],[]
1558,"[3307, 989, 4289, 3980, 3837, 630, 1588, 3674, 3492, 2048]","[1638, 269, 131, 2385]",[],"[3225, 2977, 1679, 823, 1309, 1410, 1419, 125, 731, 537, 819, 3500, 239, 2385, 898, 725, 384, 2594, 1908, 2831]","[2048, 4289, 3492, 3307, 3980, 989, 1588, 630, 3674, 3837]","[384, 1410, 898, 1419, 1679, 2831, 3225, 537, 1309, 2977, 2594, 3500, 819, 823, 2385, 725, 731, 239, 1908, 125]",[],[]
555,"[749, 950, 3481, 733, 2975, 2290, 237, 2943, 1443, 4039]","[611, 878, 1812, 890, 455, 883]",[],"[890, 892, 609, 884, 896, 1812, 883, 607, 604, 881, 102, 1519, 877, 10, 611, 886, 1012, 887, 729, 1520]","[1443, 4039, 237, 749, 2290, 950, 2975, 3481, 733, 2943]","[896, 10, 1812, 729, 604, 607, 609, 611, 102, 877, 1519, 1520, 881, 883, 884, 1012, 886, 887, 890, 892]",[],[]
1139,"[775, 1513, 1818, 2871, 377, 4115, 4480, 2995, 1776, 2249]","[800, 1111, 1618, 550]",[],"[545, 927, 1599, 2677, 928, 1519, 348, 368, 564, 1697, 1535, 3457, 64, 1523, 892, 543, 2161, 346, 931, 939]","[4480, 775, 1513, 2249, 1776, 4115, 2995, 2871, 377, 1818]","[3457, 927, 928, 1697, 545, 931, 543, 939, 564, 1599, 64, 346, 348, 1519, 368, 2161, 1523, 2677, 892, 1535]",[],[]
1603,"[2717, 2293, 398, 3917, 3087, 3296, 1799, 3367, 2483, 4480]","[2317, 3537, 315, 4413, 879, 1662, 2808]",[],"[102, 727, 933, 2536, 3358, 1013, 395, 609, 80, 3660, 315, 3243, 1536, 841, 1324, 1607, 3031, 216, 1665, 508]","[3296, 4480, 3367, 1799, 3917, 398, 3087, 2483, 2293, 2717]","[1536, 1665, 395, 3358, 933, 3243, 1324, 315, 1607, 841, 3660, 80, 727, 3031, 216, 609, 102, 2536, 1013, 508]",[],[]
570,"[2909, 1962, 3356, 4451, 1592, 4181, 2972, 758, 1197, 3344]","[1236, 3593, 1817, 630]",[],"[793, 1526, 797, 899, 506, 1336, 504, 324, 2475, 31, 1722, 312, 313, 318, 512, 308, 1785, 299, 306, 777]","[4451, 1962, 1197, 3344, 4181, 758, 3356, 1592, 2972, 2909]","[512, 899, 777, 793, 797, 31, 2475, 299, 306, 308, 1336, 313, 312, 1722, 318, 324, 1526, 504, 1785, 506]",[],[]
884,"[3887, 4310, 2680, 2884, 2954, 3995, 685, 1471, 2096, 455]","[4184, 374, 1697, 725, 380, 726]",[],"[2725, 938, 2677, 2893, 931, 2939, 380, 1835, 2895, 2180, 1828, 1833, 374, 377, 1496, 549, 2007, 3628, 3664, 726]","[2884, 455, 2954, 685, 3887, 2096, 4310, 2680, 3995, 1471]","[2180, 931, 1828, 549, 2725, 1833, 938, 1835, 3628, 2893, 2895, 3664, 726, 2007, 1496, 2677, 374, 377, 2939, 380]",[],[]
1126,"[632, 229, 3328, 3194, 4347, 4398, 877, 1406, 1194, 3149]","[3515, 1175, 630, 1156]",[],"[1109, 828, 1586, 62, 49, 1634, 3189, 64, 2357, 3169, 737, 567, 3486, 2928, 649, 707, 92, 702, 735, 1609]","[3328, 229, 1194, 877, 4398, 3149, 632, 3194, 4347, 1406]","[649, 3486, 49, 1586, 2357, 567, 828, 702, 62, 64, 707, 1609, 1109, 92, 735, 3169, 1634, 737, 2928, 3189]",[],[]
866,"[1369, 1786, 3765, 3587, 1107, 1814, 4104, 3649, 3819, 3723]","[4222, 386, 931, 4065, 3989, 906, 3814, 65, 4223, 994]",[],"[4023, 381, 2445, 1683, 239, 624, 2599, 1679, 438, 108, 89, 3500, 1309, 906, 437, 2242, 1002, 249, 1996, 118]","[3649, 3587, 4104, 3723, 3819, 1107, 3765, 1814, 1369, 1786]","[906, 2445, 1679, 1683, 1309, 2599, 3500, 437, 438, 4023, 2242, 1996, 89, 1002, 108, 239, 624, 118, 249, 381]",[],[]
1687,"[544, 4241, 149, 1767, 2681, 1107, 2448, 294, 1037, 1448]","[4026, 504, 2502, 2487]",[],"[2502, 4132, 711, 543, 2747, 3030, 3127, 2488, 2505, 2757, 2484, 364, 1099, 2749, 803, 2279, 3881, 2462, 3885, 3325]","[544, 294, 1767, 1448, 1037, 2448, 4241, 1107, 149, 2681]","[2462, 543, 803, 4132, 3881, 3885, 2484, 3127, 2488, 2747, 2749, 2757, 2502, 711, 2505, 1099, 3030, 2279, 364, 3325]",[],[]
356,"[2885, 2530, 2750, 3146, 4379, 2662, 1448, 4428, 3542, 4246]","[181, 1048, 1277, 3261, 135, 2778, 279]",[],"[176, 279, 181, 218, 167, 162, 959, 281, 581, 271, 295, 175, 186, 676, 485, 686, 498, 585, 497, 966]","[2530, 2885, 2662, 1448, 3146, 4428, 3542, 4246, 4379, 2750]","[271, 279, 281, 162, 676, 167, 295, 686, 175, 176, 181, 186, 959, 581, 966, 585, 218, 485, 497, 498]",[],[]
1690,"[4464, 4366, 1688, 73, 2311, 3029, 3510, 3295, 2872, 2096]","[114, 271, 587, 2165, 279, 176, 3707]",[],"[187, 281, 587, 572, 164, 176, 1629, 172, 180, 279, 582, 162, 687, 135, 676, 200, 175, 1385, 65, 186]","[2311, 73, 1688, 4366, 4464, 2096, 3029, 3510, 2872, 3295]","[135, 279, 281, 162, 164, 676, 172, 687, 176, 175, 180, 186, 187, 572, 65, 582, 200, 587, 1629, 1385]",[],[]
29,"[689, 3582, 2785, 4250, 1366, 2742, 3693, 2680, 1475, 2346]","[721, 111]",[],"[125, 1679, 118, 251, 1634, 38, 544, 761, 703, 731, 475, 370, 803, 725, 1556, 624, 116, 117, 258, 261]","[2785, 1475, 2346, 3693, 689, 1366, 2742, 2680, 4250, 3582]","[258, 261, 1679, 1556, 544, 803, 38, 703, 725, 475, 731, 1634, 624, 370, 116, 117, 118, 761, 251, 125]",[],[]
1706,"[1843, 2100, 728, 928, 919, 3503, 2896, 1316, 3412, 1215]","[1726, 2705, 2558]",[],"[1761, 2784, 470, 1140, 370, 1431, 276, 481, 478, 813, 467, 3292, 1727, 1919, 465, 469, 1726, 2768, 1741, 1734]","[928, 1316, 3503, 2896, 1843, 2100, 3412, 919, 728, 1215]","[276, 1431, 813, 1726, 1727, 1734, 1741, 2768, 465, 467, 469, 470, 3292, 478, 2784, 1761, 481, 370, 1140, 1919]",[],[]
1544,"[913, 944, 734, 2637, 635, 366, 2956, 4271, 2929, 2921]","[1808, 242, 728, 738, 234]",[],"[818, 467, 737, 725, 735, 813, 370, 5, 1175, 721, 933, 3361, 2185, 1768, 3448, 847, 3048, 3444, 2938, 3481]","[2921, 2956, 2637, 366, 4271, 944, 913, 2929, 635, 734]","[5, 2185, 1175, 3481, 3361, 933, 813, 818, 847, 721, 467, 725, 735, 737, 1768, 3048, 370, 3444, 3448, 2938]",[],[]
656,"[1016, 2110, 965, 255, 1918, 4017, 3435, 1780, 374, 4059]","[829, 952, 187, 1473]",[],"[187, 1477, 281, 919, 1851, 3352, 3539, 1856, 952, 3268, 681, 957, 180, 2081, 1385, 1479, 3354, 3148, 3355, 177]","[965, 3435, 4017, 1918, 1780, 374, 1016, 4059, 2110, 255]","[919, 3352, 281, 3354, 3355, 2081, 681, 177, 180, 952, 1851, 187, 957, 1856, 3268, 1477, 1479, 3148, 3539, 1385]",[],[]
878,"[2634, 4317, 3524, 3911, 2249, 1600, 583, 316, 4401, 2963]","[3889, 2571, 2176, 337, 2057, 164]",[],"[164, 587, 359, 736, 1033, 65, 280, 101, 1056, 336, 1629, 1393, 368, 1213, 454, 278, 271, 827, 922, 2175]","[1600, 3524, 583, 3911, 2249, 2634, 4401, 2963, 316, 4317]","[1033, 271, 278, 280, 922, 1056, 164, 827, 1213, 65, 454, 587, 336, 1629, 736, 101, 359, 368, 1393, 2175]",[],[]
