users,items
975,2454
1365,1455
1866,1932
673,436
1185,1163
414,694
872,3218
310,203
1169,2433
790,3317
672,2894
863,322
1730,674
501,282
1462,3269
1048,617
680,1318
1400,340
1466,711
1300,1150
385,1070
133,42
1304,211
680,438
1253,711
1506,51
949,181
628,2168
166,2208
1227,1670
1702,388
285,2025
1398,339
1359,618
433,1180
1098,2149
1749,416
1464,563
1364,1744
754,511
259,11
146,192
1180,956
1457,1935
1535,38
695,615
1400,385
1785,3972
4,130
1286,282
1492,585
83,523
49,594
189,375
347,240
1637,963
680,2603
673,3475
1599,2012
1610,92
1734,4193
1663,1362
450,2304
1646,4132
1225,50
1291,844
958,3188
658,2713
191,2465
278,389
1584,335
555,142
344,2261
371,1983
741,1091
1299,961
1397,1692
554,2529
1259,129
1807,3195
1827,683
818,1057
1398,439
1433,94
801,797
623,2010
481,1321
1060,1544
331,285
461,718
663,544
120,1918
1883,4453
1479,990
873,1696
1507,51
77,1467
1267,588
169,1327
1639,2599
639,901
597,3860
914,1281
1224,2657
1744,2056
105,1788
18,314
143,352
619,814
1661,571
77,1459
1253,133
1813,1237
148,92
580,3186
820,1527
640,758
636,659
1487,704
322,1827
192,2472
1525,2258
973,1293
1171,785
360,900
534,2205
189,1336
955,791
314,3093
1660,3342
1045,1837
1310,451
1399,994
80,1511
1406,541
1264,1008
1501,1060
567,110
1445,513
79,1499
816,421
967,2092
1534,1888
384,683
288,2958
1665,891
690,1600
1117,362
303,3068
616,600
1550,260
1017,678
1636,3755
689,735
663,824
605,571
1586,1752
1177,420
516,788
1621,899
1018,901
1584,210
914,696
415,3438
1685,974
1404,1186
464,2102
1240,3761
1584,3129
385,1474
120,53
1841,3640
528,3433
613,2650
1121,986
1174,3075
472,421
1821,3601
1796,246
1246,314
1180,202
629,3091
1471,631
274,679
1368,2664
1674,235
1177,66
1218,2311
432,380
1790,2147
1889,2368
1036,258
222,606
671,1316
974,703
947,362
1868,2177
678,213
1830,4354
1527,2841
1587,4195
1209,3606
343,438
809,592
1282,1701
547,204
140,724
1753,614
1665,886
1741,2392
1334,55
1031,594
473,1090
1251,696
1617,1520
1522,625
101,469
705,2034
24,615
163,1802
1818,4013
112,1851
1262,196
729,2111
1022,1213
1889,314
468,2573
176,1339
1435,954
948,152
1230,1617
1355,2036
1018,396
1888,4271
358,1744
910,2530
407,1020
1151,1644
23,589
1742,230
1004,3921
1820,2615
921,141
624,1889
776,612
238,505
309,962
839,1876
244,406
628,88
77,1026
1120,235
1217,3023
481,2023
687,18
337,371
978,1194
468,1108
343,3186
485,129
1641,4351
202,1445
1665,3338
481,1066
1518,2087
1638,1680
950,322
76,571
1386,3493
1722,3096
1543,4224
294,2102
1487,4420
308,83
294,956
573,286
825,592
1238,1605
553,1728
1198,1194
622,1897
107,544
1142,4415
945,110
1208,947
480,1237
521,1337
1184,110
1284,3032
114,523
305,2200
631,286
844,1537
1544,932
975,1863
1229,493
349,718
250,387
650,1683
1257,2111
1413,275
1862,210
1840,3121
1601,229
1593,499
941,3104
576,385
107,719
1377,2407
1614,126
1453,273
1005,1938
33,101
814,1007
1810,3055
1224,963
1582,809
237,168
457,117
640,1108
548,1691
1768,4028
1715,339
1124,2133
326,754
414,102
1525,4217
1014,767
138,2053
659,3954
1175,1068
626,1034
85,119
1098,369
1151,1142
841,343
1391,1521
132,186
1315,703
1137,99
1027,900
58,388
1376,956
1666,267
46,973
1240,275
1630,117
1652,2205
1610,58
93,252
1092,4392
489,2760
488,1266
1859,2201
1421,142
1057,1683
997,1694
153,1938
899,324
213,344
1173,2601
1728,2427
1381,1629
776,1190
809,320
1274,550
1687,4088
1873,2272
952,1840
866,779
732,1685
989,2529
453,724
1846,24
1072,1783
1219,105
561,2026
584,58
1487,785
1357,1862
888,1341
85,394
1538,1226
1226,313
1245,1334
535,499
1172,75
8,209
539,565
1725,335
323,2581
1777,325
268,182
362,926
1048,103
894,4245
151,90
1268,4208
1053,2853
842,3474
683,3995
606,1107
338,1864
1008,1303
971,103
429,1878
1241,32
1171,128
428,49
1673,829
650,816
918,337
460,846
406,2037
516,311
1857,202
50,272
479,1644
797,2136
401,662
1735,4394
226,447
84,288
1279,1465
1543,1640
184,2406
1248,117
1266,1097
917,686
188,320
1227,1684
58,1139
681,1922
1803,3352
738,2823
1624,1392
424,913
304,2
1170,1811
683,1222
940,447
856,39
47,911
1033,625
644,444
1699,2598
1656,1922
17,435
1793,1298
85,1561
890,2288
1865,3734
141,1899
1292,687
791,561
1617,550
1227,3823
1005,371
425,58
973,4170
4,108
234,2727
412,388
672,879
130,1979
160,461
1051,1583
692,953
951,592
1802,779
364,3290
1679,4156
1037,98
629,844
162,2279
284,2105
370,50
440,967
418,3450
751,1629
877,988
590,454
904,165
1366,3030
471,105
1573,4374
189,2451
1696,483
650,3946
1761,1057
454,3549
595,1829
989,1156
1195,4099
1452,280
848,250
1650,340
994,3550
1329,255
1282,1723
1469,3857
499,960
1772,1642
1200,2116
917,2284
1864,3055
1176,1545
1871,639
1679,3386
1743,2703
1104,59
1864,3095
381,762
731,624
429,3478
1406,2028
787,1612
157,2219
57,1114
441,361
1772,3364
631,1147
1255,206
872,2493
310,673
994,370
948,193
1382,217
1051,199
1596,105
1659,1802
1680,712
1718,346
1601,686
151,2151
169,217
1382,107
1574,1580
969,182
1126,39
707,938
1720,770
1474,1386
271,2727
514,1833
992,578
1572,1035
397,896
1086,337
18,485
530,29
431,927
1260,256
152,1775
678,2641
387,1277
60,1177
1361,46
966,2699
1607,1115
369,1014
301,3059
76,416
757,143
95,702
1217,674
540,704
515,112
1481,2011
1264,445
755,109
1230,363
703,4023
363,1813
1579,396
1764,154
377,298
394,274
1290,971
1679,453
851,77
1485,191
902,2252
953,642
956,2680
114,526
640,2126
396,436
1536,1563
692,2486
1104,453
350,314
1759,3617
649,2469
1331,325
1777,1034
1479,2261
1565,1074
1227,2446
1272,385
57,320
1509,2308
1456,2871
187,243
840,3625
130,186
1763,1998
1693,831
805,611
544,2175
1843,2274
1849,3592
1431,3395
1465,533
794,991
739,4065
277,350
1030,708
785,1875
1113,98
1791,1985
566,1810
299,2944
619,3905
1505,189
1408,299
698,2436
215,461
823,393
1213,439
1661,1490
1723,83
1428,1072
1359,3800
235,2468
311,66
1234,423
16,330
554,3761
1017,3398
1481,3769
1579,1769
785,787
1290,664
306,2650
154,136
1163,1134
1841,779
238,785
1189,967
1293,3261
978,373
872,2326
1371,94
1445,1234
480,235
626,2294
1324,4120
1576,1698
1003,1239
429,1777
577,617
1223,2678
259,1237
1251,1142
1664,10
1141,3030
435,907
1061,3175
625,338
1072,2737
1243,3912
511,745
1619,3623
778,1795
1363,263
863,21
726,902
1579,1573
446,902
1245,1662
713,1827
408,829
961,1323
13,364
489,338
1139,143
883,4237
1088,3363
1625,2404
591,2648
557,2036
105,1783
1284,3489
955,1788
1264,1010
406,2976
1059,1220
598,1416
991,1270
746,695
116,673
774,597
1299,2614
807,2226
541,417
948,83
1631,3595
1863,1116
1113,50
695,611
1552,4421
548,2011
1071,461
1788,1272
1754,221
1756,1989
1788,595
105,1775
919,359
122,583
1095,1393
1212,2246
1467,2389
1259,2915
1679,593
248,705
1112,3528
920,1309
835,1646
1855,455
1567,2145
1193,301
1005,3546
838,25
1126,1362
1657,1344
1286,401
468,893
496,1091
770,2313
1492,91
493,420
1415,2595
1343,1034
1102,1658
133,911
873,1693
989,942
74,1420
148,927
1829,2705
50,1021
68,1330
26,645
350,1547
1324,732
1790,112
504,98
921,1683
218,429
625,3910
1229,420
1191,1779
1288,335
921,3604
1273,771
1481,1678
27,680
109,512
523,3682
1814,4051
1610,133
1507,50
983,4269
1201,3617
76,1455
38,851
40,286
1878,3378
989,1087
1739,2002
495,3635
125,51
966,1481
1658,583
1697,4282
2,79
400,331
1022,1199
1467,2054
985,297
54,735
1269,1604
10,278
1375,2142
1540,2292
1319,3030
63,1220
1337,674
156,2202
460,837
1431,793
1197,2001
1098,2601
871,3175
408,541
719,2061
541,284
1097,441
114,131
759,1815
342,1874
743,438
86,231
1170,613
114,1875
1378,127
107,235
833,515
686,745
1887,2209
399,3191
1781,3581
919,941
177,1695
1559,1639
278,2368
1532,1338
1067,1003
500,2695
1077,4196
265,1975
1334,3149
1716,1184
1049,2241
955,1539
1078,704
1202,2544
662,1454
556,612
540,3716
767,1639
1684,673
1715,1386
1498,3416
792,3710
1140,801
851,2245
216,2636
1506,438
271,1097
1604,2318
349,42
607,1106
1797,558
1277,939
661,3962
1782,611
371,660
1739,923
1724,1523
1652,165
571,1237
1844,263
1110,1434
1327,3846
1269,1612
1412,3641
1074,3846
138,401
54,299
351,1337
159,198
1269,3631
1488,971
821,4167
1369,91
885,4185
1127,3516
697,1683
1501,154
1058,1867
966,1141
328,1467
1297,168
1226,1234
707,513
874,11
599,3388
1846,730
1710,280
377,3057
952,1843
1754,1362
1569,344
755,1683
336,68
1049,2452
972,4315
1522,192
867,4223
872,266
1715,1587
1849,4116
1088,1097
1688,4027
121,1927
914,120
561,3050
357,182
1031,338
1299,2739
1163,1685
1716,2620
390,1114
1174,1084
1691,115
80,1506
30,722
1707,1727
1134,754
1763,1389
1541,4463
374,2104
1883,267
1058,778
1545,1809
112,1855
265,2348
1691,272
1387,418
657,830
1223,2454
879,3890
625,1307
134,613
1507,447
238,2763
1817,1683
972,265
564,103
760,119
744,878
1255,1391
169,610
1513,2247
190,2120
1560,1173
256,2852
1626,3335
1314,182
1844,356
188,1666
474,1131
512,543
1112,2243
1318,181
785,483
1347,2473
450,3541
167,1865
552,417
845,2465
243,2783
350,82
825,4171
1570,119
1673,3640
1622,416
1736,3760
1071,1611
836,342
1690,1201
1144,2497
548,4427
1212,1920
363,3098
1565,617
879,2572
241,858
1048,1334
1685,3459
1864,512
1442,2454
211,438
59,1155
609,571
15,400
1885,3980
115,877
634,2861
486,152
1068,1034
489,530
1080,1020
913,3692
1450,334
961,938
709,3084
1213,828
1508,2343
896,612
849,512
1823,172
1617,931
1219,785
1044,1050
351,301
1115,291
801,628
671,1143
1828,2559
1768,1291
1240,2777
1037,1002
600,3092
609,3892
618,660
1628,1592
715,3004
1083,571
1073,1544
1131,39
327,2075
379,1470
1688,505
1691,588
1099,1972
914,2240
1875,3186
1780,4416
1044,278
104,1004
1417,275
738,330
1296,1646
744,94
792,4147
1655,711
548,250
266,514
1718,2040
622,1932
1518,3346
1443,975
1360,734
1836,38
941,1314
784,2489
611,3702
556,879
1128,509
1416,2648
1636,342
984,439
623,1279
189,1827
1024,3639
31,732
463,3082
1232,1561
1040,1551
347,545
810,1041
137,2048
1363,2303
1077,1847
484,1087
873,2471
1380,900
1613,1383
1076,3705
1681,1005
41,926
209,1569
1532,103
144,688
1149,3841
1595,2081
1393,1982
697,3594
296,300
639,3881
865,325
884,4182
756,1725
152,897
1269,543
81,829
1081,571
1186,2645
1777,707
578,1355
1128,4409
1497,2877
226,958
1165,2013
312,2321
1844,1123
231,1222
410,3423
1422,3258
788,1476
1768,119
1243,1569
364,673
1128,594
51,102
547,365
360,1379
232,2648
1385,4352
1590,4375
338,2811
569,2263
725,2528
1279,780
157,1603
1388,11
45,968
1533,1972
1744,441
633,513
1714,201
1142,1307
1486,1646
801,1394
247,2812
25,630
1064,2555
1424,4188
236,2742
1385,143
94,336
1303,126
1293,1003
619,3114
830,4179
1379,219
687,441
1706,3752
1838,673
845,919
207,2380
1596,2547
334,209
402,1250
66,1285
1863,1357
1550,1450
570,1123
1071,259
717,695
409,2645
541,513
146,2095
994,3996
1653,342
672,3664
1011,1151
961,721
1463,1316
558,976
669,339
259,13
1085,3464
1486,970
434,1674
1311,1383
966,1131
1764,2076
223,2670
1409,684
1270,1629
1407,1300
711,902
1384,3263
986,158
305,588
281,94
1121,1925
158,382
1109,416
1627,1232
821,2678
1281,3136
32,756
1540,258
148,1772
1248,550
1604,3538
1024,421
343,253
1848,2986
361,543
391,1123
1500,426
1492,545
151,2150
345,461
960,117
82,97
1618,3252
568,252
1500,1889
1572,513
241,26
64,67
231,231
803,923
1838,1309
580,320
606,1235
852,4199
1600,1183
106,1394
764,1068
1208,175
1128,3364
1155,738
1836,4174
1882,178
1215,217
1726,1003
1703,735
438,3513
620,677
946,3880
450,652
630,2180
1137,330
1418,1149
183,2400
1359,1112
123,1544
1132,3203
1015,177
632,1041
262,267
459,91
1738,2873
640,33
1103,59
1117,4322
958,1493
378,2758
1676,261
1727,3348
389,403
1671,42
1285,2823
1610,1062
1279,712
896,1922
926,59
1151,271
343,85
392,1066
529,68
178,62
950,4191
1192,3329
1401,562
1073,754
64,1246
274,1602
645,646
1455,323
1796,636
1597,1815
1462,110
358,38
1085,3531
1341,681
802,1630
730,1779
339,1621
550,732
1744,373
1131,1788
1191,1810
1871,4101
1320,4458
1338,345
274,1100
546,754
1061,1894
595,1521
126,674
1502,2071
1033,427
574,189
1092,4391
526,2934
1881,588
1163,105
1535,378
450,660
178,349
527,351
283,2203
1605,335
276,313
1519,726
350,2339
366,712
705,1411
1603,3530
1484,2347
849,2530
524,719
645,1863
651,1110
328,787
819,1095
452,1984
991,3982
764,1752
1310,931
1802,2367
422,59
737,611
168,1521
699,1646
1457,117
1506,1922
828,2700
1176,779
510,1868
1772,87
182,111
13,356
587,1922
1495,794
1099,4099
1193,2379
1232,3021
870,2530
1156,418
602,1644
39,875
795,2273
44,275
46,164
694,3123
176,697
1079,153
1000,4289
49,1011
1217,445
989,943
302,2849
1320,4404
727,185
1699,102
463,2691
1753,1162
1358,1031
1666,618
1599,862
961,547
1442,706
1184,1144
436,3214
263,612
53,1065
262,431
64,1256
192,2478
163,927
1703,621
903,951
1451,168
576,1386
47,986
1428,4142
210,172
1250,754
426,2910
754,525
309,966
1417,2949
1469,1336
1218,3896
615,3728
1279,2387
1343,3094
713,2041
1254,538
1368,256
796,261
383,455
1730,3149
335,3136
227,2683
1005,618
635,172
1712,1668
820,324
1683,4005
872,809
1194,4212
1653,686
973,377
1614,372
820,447
545,1020
1794,371
1322,611
1864,2399
1793,1302
1023,324
1591,3021
517,2844
105,1774
706,677
273,563
1441,824
1881,976
128,1450
993,340
1022,4338
1447,1194
1191,1482
1702,1561
1287,637
831,421
694,1394
184,2405
692,2982
783,2722
1596,299
533,1474
966,138
1884,1471
1261,4232
480,3594
1655,258
1609,198
811,2706
122,1630
1667,1001
207,787
1402,272
1076,964
502,1393
1092,1282
1500,2090
1321,83
736,1890
1572,1462
1364,1286
41,923
1024,1577
1547,3380
1204,2812
1103,653
985,330
70,1358
28,694
132,965
1418,577
1591,1806
1307,211
790,4143
39,533
800,3519
348,1561
1472,1123
10,297
903,209
393,624
1873,3546
650,2958
749,3170
746,660
1153,681
955,1533
1050,2619
1865,1343
1197,979
1044,3485
1069,1630
1830,4415
1139,1157
81,1519
1631,1916
287,702
1631,90
1577,1337
39,604
1667,2153
491,792
1671,569
700,1670
418,2182
867,387
1495,1779
528,659
186,932
971,3265
519,1339
814,887
1465,727
899,632
342,785
1845,2747
222,509
1079,371
576,248
1734,209
374,674
1412,4159
1865,2167
1091,46
1426,258
5,160
1414,4211
1538,324
873,2721
1836,4246
711,267
1230,364
1580,2704
1431,2072
1315,1253
878,2519
655,150
626,3913
907,149
550,321
1517,1518
881,786
1274,993
325,342
429,18
1224,673
1208,105
928,1923
1572,506
550,313
150,2126
1650,732
1592,1394
1692,1105
1305,3814
1596,171
171,2275
690,2153
359,99
1611,1685
919,1685
973,546
1635,588
1150,1151
144,2087
1240,2645
96,1068
867,932
672,375
465,325
1098,649
1350,1587
1600,561
451,346
985,2368
583,1925
1231,103
1213,938
25,635
1430,538
648,388
1725,618
534,492
1831,320
96,1617
494,2028
1532,891
626,620
1017,1221
309,830
357,1049
184,2412
76,179
1453,531
1068,633
787,2179
541,275
787,4077
594,658
1737,201
670,583
351,3238
1851,518
1765,634
605,2653
1844,111
1043,349
747,3804
1373,1703
809,3412
299,1664
548,2651
239,1666
1030,564
1261,298
567,1426
678,1271
354,1005
1080,2846
1847,1108
827,1112
1568,1772
568,23
1318,1695
987,1266
1147,129
1732,1487
665,3973
802,2693
575,3127
1770,1494
907,724
613,2556
1002,3662
785,779
821,2326
1358,502
1428,127
1213,330
662,363
985,39
1833,2109
1106,1568
1192,1277
867,4066
1885,248
1651,7
451,2284
1519,1957
233,2004
911,2675
1609,1935
1859,3540
1399,907
1781,4474
887,513
873,1824
1297,4038
1440,1649
1632,3604
1388,3250
13,350
721,327
1227,1309
997,437
989,490
856,479
475,2362
537,2754
81,1523
289,528
19,500
1623,994
710,913
126,951
1754,358
7,202
1194,396
393,1341
1416,3104
1434,914
1473,2739
1097,737
673,754
753,1507
498,1556
550,517
1706,2199
1745,1393
227,846
202,1312
568,1639
1215,2289
1590,389
1388,2537
671,3714
1343,2966
1226,510
858,3923
185,1142
215,770
1609,231
819,176
538,1176
484,2126
1206,378
1405,492
938,2372
1185,726
973,2135
196,2531
1887,199
1751,998
421,329
1503,1093
418,73
1429,3405
1258,3638
176,102
1437,165
1750,736
83,299
526,455
57,1107
85,1569
959,1649
986,4325
1825,2428
254,1797
1279,1261
1315,1863
910,1913
988,2422
1590,812
1202,2666
137,2047
82,1538
160,1644
301,615
1526,250
391,83
1183,2836
1257,3505
1712,621
1404,1757
421,275
389,336
1730,186
216,545
506,1817
1793,1286
586,593
372,725
1543,117
719,1060
510,209
1288,340
695,1095
69,1341
1765,1997
565,3746
966,71
1681,445
1809,3564
761,3645
1750,744
52,497
146,2094
1030,4347
588,3843
367,1524
506,1193
105,1786
173,2346
214,967
330,3134
1186,966
15,411
396,659
1358,506
683,1535
1551,1401
883,1057
1009,427
1662,449
703,202
511,1604
1396,794
176,659
1623,759
513,2235
924,2082
7,199
1676,917
995,2091
1507,4475
308,582
153,291
1283,1159
980,311
308,165
1055,2452
708,1889
1532,2308
1351,3806
1071,43
657,953
453,1171
648,85
1087,762
612,3284
555,924
1491,924
1857,276
884,685
678,1397
519,2719
8,207
1652,583
1215,2284
1410,342
1457,824
1818,1386
1492,703
363,3284
1162,343
1408,1089
1485,1523
591,3852
1571,943
1427,282
663,3940
112,1279
1834,2607
247,646
1607,332
1434,624
800,3960
464,486
1568,3723
188,303
709,2431
1701,4070
561,3604
762,3491
182,2393
1154,3341
1263,259
1137,1382
1072,612
412,1281
1,63
884,3289
1285,2105
1419,420
809,2923
1324,2981
365,793
780,1238
1692,2877
1736,4157
307,1670
1802,447
332,2062
833,1756
693,110
1507,85
873,786
1388,610
417,695
1689,629
126,582
83,631
1310,940
87,1581
1848,2311
468,3058
1481,308
6,184
624,1383
1428,4328
1692,3557
1023,2868
1850,1863
345,3203
1245,507
690,1761
772,2754
1509,897
1666,438
200,2560
1403,2717
627,1394
834,438
1624,187
827,928
356,829
1686,699
987,2829
1476,1176
1133,891
740,272
1090,300
651,731
871,1090
1558,165
1511,1237
1767,2061
644,46
1768,3604
70,1360
590,1826
874,2537
1627,3296
949,229
1769,152
986,141
18,466
1591,3933
332,165
1799,665
1215,533
1697,3006
584,99
798,1341
734,2837
658,170
1281,675
1257,2024
861,4211
1088,453
812,788
161,1192
483,259
1587,544
818,2102
1766,330
1712,3780
121,449
931,3261
1811,389
1540,1686
1147,42
631,432
1246,795
1339,2515
324,1631
984,1833
557,57
98,1700
443,177
1252,1284
1569,927
648,547
306,3004
426,342
1002,2426
531,538
1391,1996
673,737
34,483
997,2766
1386,3153
1704,355
1875,1203
80,1512
1866,310
841,1384
1193,631
1542,365
1629,305
1810,930
1778,987
1309,1387
292,1402
1680,4169
811,1575
1806,2508
514,1336
1266,228
810,168
287,142
353,1450
1294,991
1634,1222
875,32
1464,331
1654,1938
351,1818
785,338
1185,769
955,794
583,606
698,2530
764,1838
401,54
326,293
208,1695
1855,2486
439,1465
1008,1728
1728,4169
1501,3279
1558,3274
1080,2503
568,1065
1524,149
729,2247
1352,1644
1455,4378
1200,4014
1225,29
280,2044
995,931
1841,226
836,1088
524,3686
1622,1639
1697,1173
235,2604
976,316
1537,2678
633,666
932,120
957,3076
455,193
384,2531
867,3990
1349,692
1058,1545
1479,4261
335,3139
1705,2162
1108,307
1808,482
1464,2046
1791,490
1300,2286
1859,583
28,180
1168,3576
751,1922
265,2901
550,1919
372,990
763,4096
5,149
1795,550
173,1796
922,4002
1582,1479
896,1523
781,543
682,2449
758,2741
32,440
551,490
1745,2813
1117,3698
1165,2578
1565,719
1804,434
163,330
18,479
1093,1720
625,467
807,313
46,358
1643,139
435,625
838,841
1845,1420
184,2410
861,1154
1493,546
5,161
1347,2228
1812,1154
154,900
313,809
1041,1071
1051,2635
942,503
477,637
380,2678
1703,879
1649,2136
1341,2379
15,407
1053,4245
79,1495
1764,2208
203,2058
1427,583
109,1714
1277,2160
669,517
1136,1797
609,1250
1224,677
1559,270
707,121
823,2904
644,2111
1301,4376
915,577
639,3930
1333,46
1846,25
436,1898
1303,244
1226,2804
680,3988
300,364
751,2239
1032,3599
64,1250
1760,2098
1084,1958
1222,50
491,1222
872,2504
1280,2445
660,607
1038,571
1575,42
679,805
1207,749
1397,2944
1120,1799
373,293
569,582
733,438
1476,1237
1330,198
68,631
1662,593
1890,724
1806,2526
1853,2813
1381,334
967,342
781,1068
607,325
1281,3139
32,764
1135,4165
1387,788
62,1203
1249,273
92,1653
64,1251
1883,1015
914,720
1602,4361
1276,683
1169,759
1221,423
1798,3613
150,559
1287,784
629,848
1704,1903
1874,486
1473,963
1755,2559
93,1668
1494,617
874,2827
419,208
609,69
462,611
826,650
384,675
1172,4069
1858,2115
580,122
236,2672
1677,3920
57,1111
840,185
1302,3373
825,3674
661,735
1777,280
290,2740
1781,938
773,3181
1815,559
1384,1996
1317,102
421,686
1360,754
729,2429
927,513
764,2442
1870,828
340,182
1290,371
72,1386
1023,507
1863,754
1276,967
581,18
946,3054
1767,345
1521,2279
1875,3336
769,453
802,3021
186,2425
345,1299
375,3316
1133,2353
380,621
1468,1359
479,1484
425,324
1446,338
955,1234
1632,3138
1779,1281
792,169
1263,2249
1149,164
219,168
1329,4393
1338,324
921,158
1177,3657
1630,123
823,380
718,3274
1256,151
1604,316
623,1629
883,744
715,1929
350,2514
316,4
659,844
913,4271
525,176
227,4
418,1134
1568,472
1151,46
222,477
492,453
194,712
222,896
373,280
1424,291
132,1978
190,316
155,2192
749,3318
4,118
338,642
1615,3094
1426,1309
1272,1568
763,2970
1767,967
35,821
264,1587
1266,4444
964,311
1324,468
783,384
715,2654
1109,2523
42,809
1447,2126
850,800
1221,219
702,513
582,1299
516,505
1827,1889
239,1448
109,608
1561,2221
103,445
74,1413
1227,248
44,962
1579,4261
568,2707
1086,496
8,218
1337,1346
301,3054
1028,1483
691,935
645,3369
605,489
1774,2269
1826,1524
2,71
1599,395
489,1949
1276,1893
1764,1057
1593,943
79,1482
770,727
1459,106
1499,395
860,983
172,2335
2,70
1434,40
1716,646
64,1255
1387,686
1019,4198
425,2404
687,2431
1573,3505
848,1065
1833,346
913,378
1362,1118
346,1935
1649,677
892,975
1054,1081
1336,3608
312,2071
1656,385
1617,3052
89,1100
57,1109
435,1003
797,4149
1289,4453
1030,15
278,2969
374,677
427,3029
712,1178
892,1044
62,158
756,1685
828,1173
1044,1355
559,3777
1766,677
1519,732
315,431
230,416
448,2759
111,829
495,253
1420,4319
1185,116
852,282
1363,2307
399,45
464,2617
966,2113
1696,2970
1492,718
1625,2850
399,460
569,1419
1160,1297
874,2606
471,191
1193,537
646,3289
1534,1480
147,1577
1226,1229
120,50
149,14
690,844
742,844
1745,4445
847,2965
844,22
154,902
534,297
779,2706
506,2980
1532,449
871,782
1835,1494
529,732
1610,1426
621,258
420,592
1510,2035
251,956
739,996
83,321
36,421
599,1413
664,310
1743,2090
1499,2629
1235,3693
1108,1373
1420,998
668,897
1345,606
268,185
376,891
526,1583
861,2602
754,2472
864,1731
1039,1553
1795,2036
931,1126
63,286
1187,1392
1843,4464
1735,910
17,445
1835,4139
394,971
1344,559
548,3865
1515,342
58,1123
1094,1095
992,115
1383,614
1557,344
716,2196
1523,673
69,42
1714,583
1699,83
944,1962
937,1779
1007,32
1872,1778
1676,4123
386,686
1012,199
1608,1454
1248,370
1718,185
764,1022
635,273
201,1328
657,188
1443,1310
794,731
644,2462
800,929
799,1386
1841,2122
777,152
1462,461
1169,3022
643,3767
1518,792
1218,827
107,1807
446,759
965,926
1528,221
1287,3837
220,437
1813,119
1106,2122
890,303
914,2254
608,1936
1564,1704
640,803
991,1922
1239,339
516,3279
1282,221
1819,686
842,1788
308,2738
1720,2025
794,1337
419,895
182,90
469,3206
845,1312
1050,1604
1032,3121
985,2002
627,1410
1756,2994
1215,1708
249,2271
595,897
1068,1996
1018,2385
252,1521
261,2747
1877,650
1013,508
1751,988
769,893
1443,1519
610,228
1194,240
45,967
104,103
206,1259
672,2159
358,1055
1410,1206
472,900
611,337
915,2794
1787,958
1417,3611
1409,99
1369,2304
1330,146
799,1341
44,959
543,3726
871,681
594,2204
74,1417
115,605
1012,105
580,546
1245,4004
532,1932
779,3410
1673,1521
508,732
1737,431
1694,1131
1150,827
1514,320
1561,2278
567,759
1174,707
1708,449
1432,43
495,240
619,2140
543,809
88,735
283,410
904,202
1224,1091
170,1402
1144,3430
527,449
192,511
1158,106
1647,205
1041,2460
1365,829
413,1066
1168,3579
113,1864
858,382
1418,2002
1643,2697
1766,172
1216,3895
125,152
268,186
1113,256
580,2308
1305,1183
967,976
538,1110
1116,941
530,2026
375,338
934,526
1095,1426
1332,284
1888,3777
1062,4134
1331,3414
492,785
687,599
1648,370
1160,1644
17,454
1294,828
1618,920
1769,736
733,705
119,719
113,1350
754,310
402,68
425,267
16,418
1514,1856
658,3496
5,156
1294,437
1202,1770
677,2793
1399,2296
9,250
713,931
580,2031
805,1780
1080,2756
1408,454
34,782
1637,346
271,57
1064,1605
1606,355
1429,2487
916,2313
204,2394
1584,4154
533,611
618,695
508,899
1757,2107
1425,185
1857,963
89,1622
1256,153
733,1585
1270,636
850,4017
600,941
1410,831
1146,2122
347,111
139,953
275,1370
587,1339
1166,696
74,1412
889,105
1496,1741
940,2623
1197,633
239,1447
1108,631
942,2538
1247,4441
1151,85
1696,3283
813,1241
519,3676
100,597
1711,1391
813,2489
1659,1256
1784,1139
1040,656
1790,205
1423,1454
727,588
1076,416
1340,1669
252,2829
588,3847
1360,345
31,743
1713,3149
506,1810
432,3490
61,1192
584,1905
861,109
834,624
1887,956
1087,1299
863,2
1570,1797
1485,436
1410,198
925,857
799,1323
911,3335
1569,926
824,2409
1401,3469
1,47
88,1615
1068,1024
68,884
1404,3103
520,262
882,3473
526,202
602,2357
1332,329
1030,13
1839,2394
906,175
1568,772
1789,893
439,97
1157,3423
1371,3572
1022,160
1489,483
1564,2965
1752,369
657,1474
527,205
265,2394
1040,1776
391,582
156,172
492,795
1522,685
1016,613
1629,1159
1480,611
178,1252
1384,83
988,126
1481,2226
504,302
1090,2233
327,3129
7,185
1386,2221
748,461
123,1940
877,231
1621,3121
1101,1336
777,3290
573,745
1080,1090
1825,2595
411,154
787,1644
1170,4
1242,299
1768,58
938,1365
1651,1441
877,762
704,1712
621,1353
1532,1780
530,119
1522,732
712,314
832,210
469,1869
1532,81
1313,1577
1106,1949
1439,94
432,378
1785,330
131,1985
46,974
885,375
322,453
1038,961
191,2463
154,139
404,2123
681,1015
1580,1401
1215,2085
937,1425
424,2939
292,2641
1099,3579
152,2158
148,2117
492,2060
359,619
1325,976
187,824
1652,182
25,634
428,325
553,3758
405,3253
1667,1780
435,995
1219,828
222,516
1452,1341
669,305
1174,1598
27,418
792,2694
1580,3032
602,696
1000,319
1201,791
1057,864
973,2132
438,3514
559,1139
1827,2377
1254,991
293,1116
734,162
1094,2525
1521,1635
1855,899
1256,1414
40,99
1646,3328
1474,2060
826,1118
