user,pred_no_ns,ground_truth,common_items,common_len,gt_len,common_len/K,not_in_pred,not_in_pred_len,not_in_pred_len/K,not_in_gt,not_in_gt_len,not_in_gt_len/K,not_in_pred/GT,common_len/GT
1216,[ 611  610 1182  890   93  734  436  446 2853 2607],"[1107, 2288, 3022, 673, 444]",[],0,5,0.0,"[1107, 2288, 3022, 673, 444]",5,0.5,"[611, 610, 1182, 890, 93, 734, 436, 446, 2853, 2607]",10,1.0,1.0,0.0
669,[ 164  582  184 1628  180  185 1385  167  168  296],"[672, 582, 1979, 341]",[582],1,4,0.1,"[672, 1979, 341]",3,0.3,"[164, 184, 1628, 180, 185, 1385, 167, 168, 296]",9,0.9,0.75,0.25
901,[ 330  918 1450   49  718  962  343  815   82   41],"[1303, 2251, 475, 2406, 46]",[],0,5,0.0,"[1303, 2251, 475, 2406, 46]",5,0.5,"[330, 918, 1450, 49, 718, 962, 343, 815, 82, 41]",10,1.0,1.0,0.0
911,[ 960  333 1340  498  676  186  681  274  182  402],"[941, 498, 960]","[960, 498]",2,3,0.2,[941],1,0.1,"[333, 1340, 676, 186, 681, 274, 182, 402]",8,0.8,0.3333333333333333,0.6666666666666666
741,[   8 1882   10  530  508  102 2115  323  744  593],"[807, 843, 534, 839, 847, 8, 1767]",[8],1,7,0.1,"[807, 843, 534, 839, 847, 1767]",6,0.6,"[1882, 10, 530, 508, 102, 2115, 323, 744, 593]",9,0.9,0.8571428571428571,0.14285714285714285
1483,[1175  271  368  736 1996  931  290  610  277  497],"[4274, 2346, 3824, 685, 581, 1928]",[],0,6,0.0,"[4274, 2346, 3824, 685, 581, 1928]",6,0.6,"[1175, 271, 368, 736, 1996, 931, 290, 610, 277, 497]",10,1.0,1.0,0.0
345,[ 338  784  504  307  711 2529 1228  793 1573 3296],"[2104, 1934, 509, 117]",[],0,4,0.0,"[2104, 1934, 509, 117]",4,0.4,"[338, 784, 504, 307, 711, 2529, 1228, 793, 1573, 3296]",10,1.0,1.0,0.0
36,[1003  323  613   17   10    5  807  839    8  592],"[840, 33, 845, 835, 839, 613]","[613, 839]",2,6,0.2,"[840, 33, 845, 835]",4,0.4,"[1003, 323, 17, 10, 5, 807, 8, 592]",8,0.8,0.6666666666666666,0.3333333333333333
332,[ 174  589  281  959 1898  407  655  295  186 1619],[192],[],0,1,0.0,[192],1,0.1,"[174, 589, 281, 959, 1898, 407, 655, 295, 186, 1619]",10,1.0,1.0,0.0
66,[ 624  118 1306  269 2157  438 1002  543  117 2431],"[1313, 1306, 1002, 1317, 1321]","[1306, 1002]",2,5,0.2,"[1313, 1317, 1321]",3,0.3,"[624, 118, 269, 2157, 438, 543, 117, 2431]",8,0.8,0.6,0.4
523,[ 718  624  703  323 1247  649   88  744  118   31],"[265, 718, 3685, 3684, 544, 2034, 2302]",[718],1,7,0.1,"[265, 3685, 3684, 544, 2034, 2302]",6,0.6,"[624, 703, 323, 1247, 649, 88, 744, 118, 31]",9,0.9,0.8571428571428571,0.14285714285714285
67,[ 890  603  600  612   80  530 1812  875  596  883],"[742, 1329, 630, 883, 592, 1333]",[883],1,6,0.1,"[742, 1329, 630, 592, 1333]",5,0.5,"[890, 603, 600, 612, 80, 530, 1812, 875, 596]",9,0.9,0.8333333333333334,0.16666666666666666
64,[ 676  175  295  162  187 2648  827  168  341  589],"[183, 295, 187]","[187, 295]",2,3,0.2,[183],1,0.1,"[676, 175, 162, 2648, 827, 168, 341, 589]",8,0.8,0.3333333333333333,0.6666666666666666
529,[ 388  576  937  823  127  253  545 1562  392 2492],"[2529, 28, 2025, 118, 119, 545, 1556, 388]","[545, 388]",2,8,0.2,"[2529, 28, 2025, 118, 119, 1556]",6,0.6,"[576, 937, 823, 127, 253, 1562, 392, 2492]",8,0.8,0.75,0.25
720,[1316  440  453  828  701 4174  545 2237  718  437],"[4041, 326, 1837, 1316]",[1316],1,4,0.1,"[4041, 326, 1837]",3,0.3,"[440, 453, 828, 701, 4174, 545, 2237, 718, 437]",9,0.9,0.75,0.25
1550,[1675 2403 2302 1302 1492  460 2035 1901 1303 2025],"[4444, 1400, 3763]",[],0,3,0.0,"[4444, 1400, 3763]",3,0.3,"[1675, 2403, 2302, 1302, 1492, 460, 2035, 1901, 1303, 2025]",10,1.0,1.0,0.0
827,[ 718  319  118  823 1874  731  779  338   49  307],"[2875, 2699, 1172, 1751, 309]",[],0,5,0.0,"[2875, 2699, 1172, 1751, 309]",5,0.5,"[718, 319, 118, 823, 1874, 731, 779, 338, 49, 307]",10,1.0,1.0,0.0
69,[ 659  101   52 1252 1247  724  663  646   66   53],"[1352, 1357, 1359, 1358, 646]",[646],1,5,0.1,"[1352, 1357, 1359, 1358]",4,0.4,"[659, 101, 52, 1252, 1247, 724, 663, 66, 53]",9,0.9,0.8,0.2
1412,[ 489  274  582  672  341  673 1648  960  495  191],"[961, 274, 1056, 1648]","[1648, 274]",2,4,0.2,"[961, 1056]",2,0.2,"[489, 582, 672, 341, 673, 960, 495, 191]",8,0.8,0.5,0.5
32,[ 315  600  102  745 3816   80  597 1663 1333  604],"[773, 100, 261, 771, 774]",[],0,5,0.0,"[773, 100, 261, 771, 774]",5,0.5,"[315, 600, 102, 745, 3816, 80, 597, 1663, 1333, 604]",10,1.0,1.0,0.0
1138,[ 142  274 1645   50  164 1156  197  345 3074 1449],"[3092, 142, 1156, 3624, 1276]","[1156, 142]",2,5,0.2,"[3092, 3624, 1276]",3,0.3,"[274, 1645, 50, 164, 197, 345, 3074, 1449]",8,0.8,0.6,0.4
1835,[ 725   80   97 2357  933   38  940  121  366  395],"[377, 37, 4173, 4245, 3590, 4177]",[],0,6,0.0,"[377, 37, 4173, 4245, 3590, 4177]",6,0.6,"[725, 80, 97, 2357, 933, 38, 940, 121, 366, 395]",10,1.0,1.0,0.0
135,[ 64  87 610 649  54 102  80 106 101 545],"[928, 2031, 1126, 39]",[],0,4,0.0,"[928, 2031, 1126, 39]",4,0.4,"[64, 87, 610, 649, 54, 102, 80, 106, 101, 545]",10,1.0,1.0,0.0
226,[ 207   10  540  876  323  446  593  890  611 1520],"[207, 2682, 845, 3, 546, 1333, 2466]",[207],1,7,0.1,"[2682, 845, 3, 546, 1333, 2466]",6,0.6,"[10, 540, 876, 323, 446, 593, 890, 611, 1520]",9,0.9,0.8571428571428571,0.14285714285714285
1248,[ 411 1094  167  184 1629 2166  581  185  990  899],"[2615, 272, 2166, 485]",[2166],1,4,0.1,"[2615, 272, 485]",3,0.3,"[411, 1094, 167, 184, 1629, 581, 185, 990, 899]",9,0.9,0.75,0.25
744,[ 940  368  142  637  146 1200 1206  359 1204 1205],"[3887, 1252]",[],0,2,0.0,"[3887, 1252]",2,0.2,"[940, 368, 142, 637, 146, 1200, 1206, 359, 1204, 1205]",10,1.0,1.0,0.0
495,[ 182  176  402  672  274 2108  673  489  963  676],"[1644, 1090, 274]",[274],1,3,0.1,"[1644, 1090]",2,0.2,"[182, 176, 402, 672, 2108, 673, 489, 963, 676]",9,0.9,0.6666666666666666,0.3333333333333333
1067,[1425 2157 1995  249  251  417 1002  241  308  438],"[2321, 1033, 632, 1995, 1023, 255]",[1995],1,6,0.1,"[2321, 1033, 632, 1023, 255]",5,0.5,"[1425, 2157, 249, 251, 417, 1002, 241, 308, 438]",9,0.9,0.8333333333333334,0.16666666666666666
704,[ 453  125  910  132  384  543  537  624 1309  828],"[1292, 2033, 1410, 1308, 242]",[],0,5,0.0,"[1292, 2033, 1410, 1308, 242]",5,0.5,"[453, 125, 910, 132, 384, 543, 537, 624, 1309, 828]",10,1.0,1.0,0.0
1028,[ 329  489  245 1393  959  827  184   65  328  274],"[176, 2070, 324, 489]",[489],1,4,0.1,"[176, 2070, 324]",3,0.3,"[329, 245, 1393, 959, 827, 184, 65, 328, 274]",9,0.9,0.75,0.25
1019,[ 343  823 1489  307  682 1064  899  197   65  251],"[925, 823, 1937]",[823],1,3,0.1,"[925, 1937]",2,0.2,"[343, 1489, 307, 682, 1064, 899, 197, 65, 251]",9,0.9,0.6666666666666666,0.3333333333333333
389,[1741  818 2185  813  460  457 2808  744  467 2511],"[3137, 460, 1113, 2260, 802, 1605, 370]",[460],1,7,0.1,"[3137, 1113, 2260, 802, 1605, 370]",6,0.6,"[1741, 818, 2185, 813, 457, 2808, 744, 467, 2511]",9,0.9,0.8571428571428571,0.14285714285714285
268,[4158 3590 3586 1634 1522  744  784  731  543 1317],"[916, 723, 323]",[],0,3,0.0,"[916, 723, 323]",3,0.3,"[4158, 3590, 3586, 1634, 1522, 744, 784, 731, 543, 1317]",10,1.0,1.0,0.0
1114,[1629  167  582  176  185  171  585  218  151  587],"[4402, 4401, 290, 280, 275, 191]",[],0,6,0.0,"[4402, 4401, 290, 280, 275, 191]",6,0.6,"[1629, 167, 582, 176, 185, 171, 585, 218, 151, 587]",10,1.0,1.0,0.0
1654,[ 257  549  109  381  117  258 3836  761 1921  388],"[436, 710, 257, 247, 3836, 2734]","[257, 3836]",2,6,0.2,"[436, 710, 247, 2734]",4,0.4,"[549, 109, 381, 117, 258, 761, 1921, 388]",8,0.8,0.6666666666666666,0.3333333333333333
233,[ 890   80  927 1828  734  372  808  393  113  931],"[927, 2726, 930, 591, 2724, 2127, 2723]",[927],1,7,0.1,"[2726, 930, 591, 2724, 2127, 2723]",6,0.6,"[890, 80, 1828, 734, 372, 808, 393, 113, 931]",9,0.9,0.8571428571428571,0.14285714285714285
381,[ 543  618  251  703 1422   49 1418 2283 1996  453],"[1309, 993]",[],0,2,0.0,"[1309, 993]",2,0.2,"[543, 618, 251, 703, 1422, 49, 1418, 2283, 1996, 453]",10,1.0,1.0,0.0
1634,[  98 2148  151  148  156  114 1365  181 1056  400],"[3954, 587]",[],0,2,0.0,"[3954, 587]",2,0.2,"[98, 2148, 151, 148, 156, 114, 1365, 181, 1056, 400]",10,1.0,1.0,0.0
1167,[1732 1140 1430 1299  478 1736 1731  468 1735 1302],"[1302, 3575, 3578, 478, 1732, 1430]","[1430, 1732, 478, 1302]",4,6,0.4,"[3575, 3578]",2,0.2,"[1140, 1299, 1736, 1731, 468, 1735]",6,0.6,0.3333333333333333,0.6666666666666666
169,[ 784  958  337  329 1995  339  962  311  777  318],"[337, 1401, 1801, 208]",[337],1,4,0.1,"[1401, 1801, 208]",3,0.3,"[784, 958, 329, 1995, 339, 962, 311, 777, 318]",9,0.9,0.75,0.25
1679,[ 110  388 3340  823  796  900 1284 2428 1489 1709],"[1705, 711, 4168, 348, 113, 545]",[],0,6,0.0,"[1705, 711, 4168, 348, 113, 545]",6,0.6,"[110, 388, 3340, 823, 796, 900, 1284, 2428, 1489, 1709]",10,1.0,1.0,0.0
1636,[ 176  966  167  296  589  672 1628  582  182  673],"[426, 962, 345, 334]",[],0,4,0.0,"[426, 962, 345, 334]",4,0.4,"[176, 966, 167, 296, 589, 672, 1628, 582, 182, 673]",10,1.0,1.0,0.0
1295,[ 336  251 2174 3235  220  617  101 2240 1175   87],"[3598, 1645, 2978, 4274]",[],0,4,0.0,"[3598, 1645, 2978, 4274]",4,0.4,"[336, 251, 2174, 3235, 220, 617, 101, 2240, 1175, 87]",10,1.0,1.0,0.0
1268,[ 545  348 1828  269 1634  707  346  744  543  437],"[2895, 1603, 1611, 3630, 542, 435, 1614]",[],0,7,0.0,"[2895, 1603, 1611, 3630, 542, 435, 1614]",7,0.7,"[545, 348, 1828, 269, 1634, 707, 346, 744, 543, 437]",10,1.0,1.0,0.0
1155,[ 402  283  182  274  329  681 1449  417  683  197],"[673, 417, 1086, 402]","[417, 402]",2,4,0.2,"[673, 1086]",2,0.2,"[283, 182, 274, 329, 681, 1449, 683, 197]",8,0.8,0.5,0.5
984,[1385   41  725  249   38   49 1315 2690 1053  430],"[758, 296, 329, 2367, 38, 2001, 430, 437, 1315, 49, 2048]","[49, 1315, 430, 38]",4,11,0.4,"[758, 296, 329, 2367, 2001, 437, 2048]",7,0.7,"[1385, 41, 725, 249, 2690, 1053]",6,0.6,0.6363636363636364,0.36363636363636365
1657,[ 582  689  965  272  284 4428  167  218  184 2835],"[4419, 279, 1137, 582, 4025, 689, 4191]","[689, 582]",2,7,0.2,"[4419, 279, 1137, 4025, 4191]",5,0.5,"[965, 272, 284, 4428, 167, 218, 184, 2835]",8,0.8,0.7142857142857143,0.2857142857142857
1015,[ 319  207  612  315  504  324 1523  512  793  509],"[2381, 923, 612, 534, 784, 604]",[612],1,6,0.1,"[2381, 923, 534, 784, 604]",5,0.5,"[319, 207, 315, 504, 324, 1523, 512, 793, 509]",9,0.9,0.8333333333333334,0.16666666666666666
1890,[1280 1682 1726 1208   71  370 1299 1130  382  813],"[1280, 1682, 1208]","[1280, 1682, 1208]",3,3,0.3,[],0,0.0,"[1726, 71, 370, 1299, 1130, 382, 813]",7,0.7,0.0,1.0
851,[2685 3328 2648 3686  188  180 1046  166  293 2060],"[4200, 4198, 281, 295, 991, 166, 4037]",[166],1,7,0.1,"[4200, 4198, 281, 295, 991, 4037]",6,0.6,"[2685, 3328, 2648, 3686, 188, 180, 1046, 293, 2060]",9,0.9,0.8571428571428571,0.14285714285714285
672,[1067  435 1809 1842  374  454  896   80  448  102],"[723, 435, 3474, 753, 736, 1335, 102]","[435, 102]",2,7,0.2,"[723, 3474, 753, 736, 1335]",5,0.5,"[1067, 1809, 1842, 374, 454, 896, 80, 448]",8,0.8,0.7142857142857143,0.2857142857142857
1320,[ 682  104  283 3623  681 1619  610  827  182 2644],"[4254, 82]",[],0,2,0.0,"[4254, 82]",2,0.2,"[682, 104, 283, 3623, 681, 1619, 610, 827, 182, 2644]",10,1.0,1.0,0.0
1184,[ 937  395  121  933  118  245  910  758  388 1065],"[125, 1162, 725, 768, 115, 933, 1291, 997, 3505, 395]","[395, 933]",2,10,0.2,"[125, 1162, 725, 768, 115, 1291, 997, 3505]",8,0.8,"[937, 121, 118, 245, 910, 758, 388, 1065]",8,0.8,0.8,0.2
401,[ 649  658  645 1634   54   68   41  101   58 1001],"[1655, 1249, 67, 68, 3099, 645]","[68, 645]",2,6,0.2,"[1655, 1249, 67, 3099]",4,0.4,"[649, 658, 1634, 54, 41, 101, 58, 1001]",8,0.8,0.6666666666666666,0.3333333333333333
1585,[ 330  161  522  843 1544  338  532  232  797  778],"[1234, 1751, 320]",[],0,3,0.0,"[1234, 1751, 320]",3,0.3,"[330, 161, 522, 843, 1544, 338, 532, 232, 797, 778]",10,1.0,1.0,0.0
600,[ 333  676  498  682  965  402 1340  492  167  941],"[965, 2644]",[965],1,2,0.1,[2644],1,0.1,"[333, 676, 498, 682, 402, 1340, 492, 167, 941]",9,0.9,0.5,0.5
55,[ 492  965  190  167  272 2933  181  191  970  955],"[1099, 1104, 526, 965]",[965],1,4,0.1,"[1099, 1104, 526]",3,0.3,"[492, 190, 167, 272, 2933, 181, 191, 970, 955]",9,0.9,0.75,0.25
845,[ 182  966  167  402 1790  961  181  271  185  295],"[273, 279, 182, 295]","[182, 295]",2,4,0.2,"[273, 279]",2,0.2,"[966, 167, 402, 1790, 961, 181, 271, 185]",8,0.8,0.5,0.5
852,[2361 3586  731  132 2916  400  823 2368   86 1363],"[2898, 621, 4203, 712, 2916, 828]",[2916],1,6,0.1,"[2898, 621, 4203, 712, 828]",5,0.5,"[2361, 3586, 731, 132, 400, 823, 2368, 86, 1363]",9,0.9,0.8333333333333334,0.16666666666666666
1480,[ 315  216  532  452  923 1520  323  540  596  875],"[1785, 2010, 3768, 1677, 307, 2225, 3244, 96]",[],0,8,0.0,"[1785, 2010, 3768, 1677, 307, 2225, 3244, 96]",8,0.8,"[315, 216, 532, 452, 923, 1520, 323, 540, 596, 875]",10,1.0,1.0,0.0
665,[ 180  168  185  587  176  174  175  218 1393  589],"[281, 183, 175, 295, 976, 177]",[175],1,6,0.1,"[281, 183, 295, 976, 177]",5,0.5,"[180, 168, 185, 587, 176, 174, 218, 1393, 589]",9,0.9,0.8333333333333334,0.16666666666666666
1667,[ 970  610  828  826  105  197  974  930  182 1584],"[3796, 255, 218, 1790, 182, 826, 1948]","[826, 182]",2,7,0.2,"[3796, 255, 218, 1790, 1948]",5,0.5,"[970, 610, 828, 105, 197, 974, 930, 1584]",8,0.8,0.7142857142857143,0.2857142857142857
543,[ 190  970  324  168  367  726   50  636 2174 1048],"[2240, 2174]",[2174],1,2,0.1,[2240],1,0.1,"[190, 970, 324, 168, 367, 726, 50, 636, 1048]",9,0.9,0.5,0.5
1389,[  80  937  731   49  545  437  906 3376 1336  102],"[374, 544, 1811]",[],0,3,0.0,"[374, 544, 1811]",3,0.3,"[80, 937, 731, 49, 545, 437, 906, 3376, 1336, 102]",10,1.0,1.0,0.0
373,[ 489  963  962  274  495  960 1385  422 1086  492],"[941, 2103, 673, 676, 3311, 582]",[],0,6,0.0,"[941, 2103, 673, 676, 3311, 582]",6,0.6,"[489, 963, 962, 274, 495, 960, 1385, 422, 1086, 492]",10,1.0,1.0,0.0
1176,[191 498 104 672 486 945 673 685 333 283],"[967, 419, 65, 3656, 2546, 2528]",[],0,6,0.0,"[967, 419, 65, 3656, 2546, 2528]",6,0.6,"[191, 498, 104, 672, 486, 945, 673, 685, 333, 283]",10,1.0,1.0,0.0
1466,[ 366  560  649 3858 1363 1361  151  142 1377  735],"[4056, 2388, 2053, 51, 3035]",[],0,5,0.0,"[4056, 2388, 2053, 51, 3035]",5,0.5,"[366, 560, 649, 3858, 1363, 1361, 151, 142, 1377, 735]",10,1.0,1.0,0.0
494,[ 249 1489  255  419 1338   38   41   86  937  426],"[3223, 3634, 252, 239, 2099, 57]",[],0,6,0.0,"[3223, 3634, 252, 239, 2099, 57]",6,0.6,"[249, 1489, 255, 419, 1338, 38, 41, 86, 937, 426]",10,1.0,1.0,0.0
638,[  20   52 2303  698  106  701  694  266  695   54],"[266, 900, 3880, 3929, 41, 646, 701]","[266, 701]",2,7,0.2,"[900, 3880, 3929, 41, 646]",5,0.5,"[20, 52, 2303, 698, 106, 694, 695, 54]",8,0.8,0.7142857142857143,0.2857142857142857
1725,[ 243 3377  937  436  241  823  576  999  118 1143],"[3017, 1002]",[],0,2,0.0,"[3017, 1002]",2,0.2,"[243, 3377, 937, 436, 241, 823, 576, 999, 118, 1143]",10,1.0,1.0,0.0
1856,[ 345  329 1628  962 1056   65 1385  901  328  176],"[1471, 201, 275, 962, 589]",[962],1,5,0.1,"[1471, 201, 275, 589]",4,0.4,"[345, 329, 1628, 1056, 65, 1385, 901, 328, 176]",9,0.9,0.8,0.2
583,[ 720  761  624 2110   49 1682  717 1426   82  239],"[266, 57, 98, 1904, 723, 1682]",[1682],1,6,0.1,"[266, 57, 98, 1904, 723]",5,0.5,"[720, 761, 624, 2110, 49, 717, 1426, 82, 239]",9,0.9,0.8333333333333334,0.16666666666666666
841,[ 616 1523  890 1779  607  894  591  594 1519  530],"[1356, 3473, 1787, 1809, 2468]",[],0,5,0.0,"[1356, 3473, 1787, 1809, 2468]",5,0.5,"[616, 1523, 890, 1779, 607, 894, 591, 594, 1519, 530]",10,1.0,1.0,0.0
1421,[ 348  379  928  549 1248 2311 2151 1185 2725 1697],"[3546, 3257, 3800, 826, 543, 348]",[348],1,6,0.1,"[3546, 3257, 3800, 826, 543]",5,0.5,"[379, 928, 549, 1248, 2311, 2151, 1185, 2725, 1697]",9,0.9,0.8333333333333334,0.16666666666666666
814,[274 186 582 965 295 681 218 272 421 181],"[2776, 1477, 665, 174, 175]",[],0,5,0.0,"[2776, 1477, 665, 174, 175]",5,0.5,"[274, 186, 582, 965, 295, 681, 218, 272, 421, 181]",10,1.0,1.0,0.0
132,[  41 1385   86  257   38 2690 1628  249  329 2367],"[50, 1999, 41, 910, 970, 1153]",[41],1,6,0.1,"[50, 1999, 910, 970, 1153]",5,0.5,"[1385, 86, 257, 38, 2690, 1628, 249, 329, 2367]",9,0.9,0.8333333333333334,0.16666666666666666
271,[1579  672 1888  573  191 2647 1102  274  498 1449],[980],[],0,1,0.0,[980],1,0.1,"[1579, 672, 1888, 573, 191, 2647, 1102, 274, 498, 1449]",10,1.0,1.0,0.0
1879,[1320  910  438 1315  430  916  989  248  898  258],"[2302, 88]",[],0,2,0.0,"[2302, 88]",2,0.2,"[1320, 910, 438, 1315, 430, 916, 989, 248, 898, 258]",10,1.0,1.0,0.0
1503,[ 281  104  303  308 1226  504 1940  307 2342  300],"[285, 298, 2617]",[],0,3,0.0,"[285, 298, 2617]",3,0.3,"[281, 104, 303, 308, 1226, 504, 1940, 307, 2342, 300]",10,1.0,1.0,0.0
1709,[1056  183  181  185  587 1040  188  345  296  162],"[966, 279]",[],0,2,0.0,"[966, 279]",2,0.2,"[1056, 183, 181, 185, 587, 1040, 188, 345, 296, 162]",10,1.0,1.0,0.0
795,[ 251  624  161  543 2088  118  916  989  635 2071],"[1297, 260, 2452, 636, 543]",[543],1,5,0.1,"[1297, 260, 2452, 636]",4,0.4,"[251, 624, 161, 2088, 118, 916, 989, 635, 2071]",9,0.9,0.8,0.2
479,[ 298  307  235 1722  511 1336 1866  303  753  923],"[285, 1236, 234, 3593, 323, 3592, 876, 753]",[753],1,8,0.1,"[285, 1236, 234, 3593, 323, 3592, 876]",7,0.7,"[298, 307, 235, 1722, 511, 1336, 1866, 303, 923]",9,0.9,0.875,0.125
18,[ 402  218  184  272  168  581  181  582  171 1628],"[50, 499, 490]",[],0,3,0.0,"[50, 499, 490]",3,0.3,"[402, 218, 184, 272, 168, 581, 181, 582, 171, 1628]",10,1.0,1.0,0.0
840,[ 333  218  180  957  281  589 3646  342 2643  489],"[1340, 342, 1383, 957, 167, 295, 186]","[957, 342]",2,7,0.2,"[1340, 1383, 167, 295, 186]",5,0.5,"[333, 218, 180, 281, 589, 3646, 2643, 489]",8,0.8,0.7142857142857143,0.2857142857142857
1875,[1489  109  245  430  110 2879  108  113  346 2088],"[3680, 197, 3839, 2150, 3813]",[],0,5,0.0,"[3680, 197, 3839, 2150, 3813]",5,0.5,"[1489, 109, 245, 430, 110, 2879, 108, 113, 346, 2088]",10,1.0,1.0,0.0
1481,[1565   38 1634  358   44  116  367   41 1214  762],"[1206, 1204, 1201, 2619]",[],0,4,0.0,"[1206, 1204, 1201, 2619]",4,0.4,"[1565, 38, 1634, 358, 44, 116, 367, 41, 1214, 762]",10,1.0,1.0,0.0
1100,[ 892  930   93 2521 1369 3102  615  444 1335  348],"[3066, 1335, 444, 1520]","[444, 1335]",2,4,0.2,"[3066, 1520]",2,0.2,"[892, 930, 93, 2521, 1369, 3102, 615, 348]",8,0.8,0.5,0.5
1518,[ 910 1151  121  731 1143  431 1147 2753  308 2165],"[337, 725, 1956, 731, 4105, 2753]","[2753, 731]",2,6,0.2,"[337, 725, 1956, 4105]",4,0.4,"[910, 1151, 121, 1143, 431, 1147, 308, 2165]",8,0.8,0.6666666666666666,0.3333333333333333
1284,[ 251  302  682  733  758 1109   88  230  900   98],"[624, 2822, 2104, 1669]",[],0,4,0.0,"[624, 2822, 2104, 1669]",4,0.4,"[251, 302, 682, 733, 758, 1109, 88, 230, 900, 98]",10,1.0,1.0,0.0
1246,[1685  722  684 2075  784 1814 1722  420  795  778],"[3784, 4440, 795, 4237, 108]",[795],1,5,0.1,"[3784, 4440, 4237, 108]",4,0.4,"[1685, 722, 684, 2075, 784, 1814, 1722, 420, 778]",9,0.9,0.8,0.2
1513,[ 319  733  299  512  316  793  303 2110  744  304],"[2780, 319, 1855, 1800, 1228]",[319],1,5,0.1,"[2780, 1855, 1800, 1228]",4,0.4,"[733, 299, 512, 316, 793, 303, 2110, 744, 304]",9,0.9,0.8,0.2
1068,[2924  945 2528  948 3759  947  954 1580  151 4202],"[3590, 1629, 2924]",[2924],1,3,0.1,"[3590, 1629]",2,0.2,"[945, 2528, 948, 3759, 947, 954, 1580, 151, 4202]",9,0.9,0.6666666666666666,0.3333333333333333
1673,[ 823  460  388 1906  127  392  251  989  430  718],"[767, 234, 980, 751, 4166]",[],0,5,0.0,"[767, 234, 980, 751, 4166]",5,0.5,"[823, 460, 388, 1906, 127, 392, 251, 989, 430, 718]",10,1.0,1.0,0.0
994,[ 929  687 2296  114 1165  450  204 1599  144  572],"[1593, 2090, 930, 450]",[450],1,4,0.1,"[1593, 2090, 930]",3,0.3,"[929, 687, 2296, 114, 1165, 204, 1599, 144, 572]",9,0.9,0.75,0.25
37,[   5   81   35 2773  850 2559 2770 2775  321 3423],"[872, 850, 856, 857]",[850],1,4,0.1,"[872, 856, 857]",3,0.3,"[5, 81, 35, 2773, 2559, 2770, 2775, 321, 3423]",9,0.9,0.75,0.25
767,[  93 2066  313 2853  963  333  232  901 1552  655],"[963, 2066, 210]","[2066, 963]",2,3,0.2,[210],1,0.1,"[93, 313, 2853, 333, 232, 901, 1552, 655]",8,0.8,0.3333333333333333,0.6666666666666666
1426,[ 279 1385  180  959  296  185  582  587  572  181],"[4453, 281, 582, 185]","[185, 582]",2,4,0.2,"[4453, 281]",2,0.2,"[279, 1385, 180, 959, 296, 587, 572, 181]",8,0.8,0.5,0.5
1612,[ 182  495  681  673  328 1894 1382  582  186 1079],"[1648, 1382, 489]",[1382],1,3,0.1,"[1648, 489]",2,0.2,"[182, 495, 681, 673, 328, 1894, 582, 186, 1079]",9,0.9,0.6666666666666666,0.3333333333333333
955,[ 876   93  104  777 1369  504  610 1866  309  600],"[4305, 2679, 875, 4108]",[],0,4,0.0,"[4305, 2679, 875, 4108]",4,0.4,"[876, 93, 104, 777, 1369, 504, 610, 1866, 309, 600]",10,1.0,1.0,0.0
1465,[1065 1426 2025  430   41  262 2253 3223 2367 1904],"[388, 710, 4006]",[],0,3,0.0,"[388, 710, 4006]",3,0.3,"[1065, 1426, 2025, 430, 41, 262, 2253, 3223, 2367, 1904]",10,1.0,1.0,0.0
760,[ 176  272  279  271  151 1094 1401  201 2066  172],"[151, 3644, 332]",[151],1,3,0.1,"[3644, 332]",2,0.2,"[176, 272, 279, 271, 1094, 1401, 201, 2066, 172]",9,0.9,0.6666666666666666,0.3333333333333333
1476,[ 329  343  683 1340  402  436   65  249  682 2093],"[2765, 127, 98, 343, 683, 963]","[683, 343]",2,6,0.2,"[2765, 127, 98, 963]",4,0.4,"[329, 1340, 402, 436, 65, 249, 682, 2093]",8,0.8,0.6666666666666666,0.3333333333333333
474,[2916 1194  743  354 2361 2043 1565 1634 2924  803],"[2916, 2361, 2368]","[2361, 2916]",2,3,0.2,[2368],1,0.1,"[1194, 743, 354, 2043, 1565, 1634, 2924, 803]",8,0.8,0.3333333333333333,0.6666666666666666
1333,[ 281  957  180  186  181  342  676  296 1470   95],"[2836, 54, 3148, 281, 142, 1275]",[281],1,6,0.1,"[2836, 54, 3148, 142, 1275]",5,0.5,"[957, 180, 186, 181, 342, 676, 296, 1470, 95]",9,0.9,0.8333333333333334,0.16666666666666666
1124,[2175 1385  581  655  411 2240  632  190  400  168],"[334, 1128, 2103, 581, 2319, 1338]",[581],1,6,0.1,"[334, 1128, 2103, 2319, 1338]",5,0.5,"[2175, 1385, 655, 411, 2240, 632, 190, 400, 168]",9,0.9,0.8333333333333334,0.16666666666666666
1089,[3002  326 2651  885 1310 3004  843 2650  688  446],"[3453, 299, 2232, 1073, 1310]",[1310],1,5,0.1,"[3453, 299, 2232, 1073]",4,0.4,"[3002, 326, 2651, 885, 3004, 843, 2650, 688, 446]",9,0.9,0.8,0.2
974,[ 896 1523  448   93  892  374 1842 2891 2153 1826],"[2453, 1862, 1832, 2358, 973, 1779, 896]",[896],1,7,0.1,"[2453, 1862, 1832, 2358, 973, 1779]",6,0.6,"[1523, 448, 93, 892, 374, 1842, 2891, 2153, 1826]",9,0.9,0.8571428571428571,0.14285714285714285
