user,pred_ns,ground_truth,common_items,common_len,gt_len,common_len/K,not_in_pred,not_in_pred_len,not_in_pred_len/K,not_in_gt,not_in_gt_len,not_in_gt_len/K,not_in_pred/GT,common_len/GT
1743,[ 994 3139 3028  782 1820 2503 3900 1040 1828  144],"[2055, 440, 372, 545]",[],0,4,0.0,"[2055, 440, 372, 545]",4,0.4,"[994, 3139, 3028, 782, 1820, 2503, 3900, 1040, 1828, 144]",10,1.0,1.0,0.0
819,[1442 2121 1470 1960 1247 2751 1180 2736 4302 1288],"[1526, 323, 446, 324, 1223, 209]",[],0,6,0.0,"[1526, 323, 446, 324, 1223, 209]",6,0.6,"[1442, 2121, 1470, 1960, 1247, 2751, 1180, 2736, 4302, 1288]",10,1.0,1.0,0.0
1524,[4183 3086 3739 1897 2631 1909  757 3110 1355 4390],"[2257, 4216, 2839, 2432, 1643, 460]",[],0,6,0.0,"[2257, 4216, 2839, 2432, 1643, 460]",6,0.6,"[4183, 3086, 3739, 1897, 2631, 1909, 757, 3110, 1355, 4390]",10,1.0,1.0,0.0
359,[3725 1905 3191 2063 3388 1787  657 1800 3578 4258],"[899, 1378]",[],0,2,0.0,"[899, 1378]",2,0.2,"[3725, 1905, 3191, 2063, 3388, 1787, 657, 1800, 3578, 4258]",10,1.0,1.0,0.0
79,[2632 3472 2516 3266 1574  790  507  656 2115 3247],"[1510, 1505, 1511, 1517, 1501, 1508]",[],0,6,0.0,"[1510, 1505, 1511, 1517, 1501, 1508]",6,0.6,"[2632, 3472, 2516, 3266, 1574, 790, 507, 656, 2115, 3247]",10,1.0,1.0,0.0
815,[ 909 3013 1364 3887 1704  562 3359 4448 1852  672],"[420, 118, 3918]",[],0,3,0.0,"[420, 118, 3918]",3,0.3,"[909, 3013, 1364, 3887, 1704, 562, 3359, 4448, 1852, 672]",10,1.0,1.0,0.0
1635,[ 734 1649 2035 2357 2511 2674 3879 4127 3754 1387],"[3754, 341, 402, 3084, 1629, 189]",[3754],1,6,0.1,"[341, 402, 3084, 1629, 189]",5,0.5,"[734, 1649, 2035, 2357, 2511, 2674, 3879, 4127, 1387]",9,0.9,0.8333333333333334,0.16666666666666666
688,[4432 2742 2172 2155 1289 1221 3879  913 4258 1933],"[734, 1193, 919]",[],0,3,0.0,"[734, 1193, 919]",3,0.3,"[4432, 2742, 2172, 2155, 1289, 1221, 3879, 913, 4258, 1933]",10,1.0,1.0,0.0
463,[1852 1893 1905   29 2345  288 1496  317  620 1691],"[2101, 485, 2616, 489, 1391]",[],0,5,0.0,"[2101, 485, 2616, 489, 1391]",5,0.5,"[1852, 1893, 1905, 29, 2345, 288, 1496, 317, 620, 1691]",10,1.0,1.0,0.0
527,[ 659 1506 3463 4059  331 3468 3322 3778 2488 2761],"[3432, 658, 702]",[],0,3,0.0,"[3432, 658, 702]",3,0.3,"[659, 1506, 3463, 4059, 331, 3468, 3322, 3778, 2488, 2761]",10,1.0,1.0,0.0
1035,[  97 4483  598 1552  697  438 1096 4098 2700 1080],"[257, 1151]",[],0,2,0.0,"[257, 1151]",2,0.2,"[97, 4483, 598, 1552, 697, 438, 1096, 4098, 2700, 1080]",10,1.0,1.0,0.0
973,[3837 2871 2950 2802  799 4425 3200 3488   72 1414],"[702, 2071, 937, 770]",[],0,4,0.0,"[702, 2071, 937, 770]",4,0.4,"[3837, 2871, 2950, 2802, 799, 4425, 3200, 3488, 72, 1414]",10,1.0,1.0,0.0
1829,[ 176  323 3006 4424 1456 2383 1117 2927 4046 4243],"[4353, 4414]",[],0,2,0.0,"[4353, 4414]",2,0.2,"[176, 323, 3006, 4424, 1456, 2383, 1117, 2927, 4046, 4243]",10,1.0,1.0,0.0
808,[2459  185 3612 3736 2326 2363 3784 3885 1040 3201],"[591, 319, 3411, 2922, 808, 2921, 939, 744]",[],0,8,0.0,"[591, 319, 3411, 2922, 808, 2921, 939, 744]",8,0.8,"[2459, 185, 3612, 3736, 2326, 2363, 3784, 3885, 1040, 3201]",10,1.0,1.0,0.0
1740,[3618 2222 2631 4187 1059 2954 1763 3223 3672 1906],"[2391, 560]",[],0,2,0.0,"[2391, 560]",2,0.2,"[3618, 2222, 2631, 4187, 1059, 2954, 1763, 3223, 3672, 1906]",10,1.0,1.0,0.0
100,[4347  631 1219 2354 2199 1197  205 2655 2992 2837],"[468, 1440, 1738, 370]",[],0,4,0.0,"[468, 1440, 1738, 370]",4,0.4,"[4347, 631, 1219, 2354, 2199, 1197, 205, 2655, 2992, 2837]",10,1.0,1.0,0.0
111,[ 208 3627  431  890 3770 3436 4448 3911 1501 3672],"[1850, 1854, 1278, 1856, 1859]",[],0,5,0.0,"[1850, 1854, 1278, 1856, 1859]",5,0.5,"[208, 3627, 431, 890, 3770, 3436, 4448, 3911, 1501, 3672]",10,1.0,1.0,0.0
1021,[4248  852 4404 1469 2708 4423 1888 2388 2214 4156],"[1212, 1198, 4337, 159, 4195, 3276, 4198, 3688, 133, 4200]",[],0,10,0.0,"[1212, 1198, 4337, 159, 4195, 3276, 4198, 3688, 133, 4200]",10,1.0,"[4248, 852, 4404, 1469, 2708, 4423, 1888, 2388, 2214, 4156]",10,1.0,1.0,0.0
175,[2956 2475 2033 1809 2616  138 3950  357 3770 3443],"[1338, 696, 101, 658, 106]",[],0,5,0.0,"[1338, 696, 101, 658, 106]",5,0.5,"[2956, 2475, 2033, 1809, 2616, 138, 3950, 357, 3770, 3443]",10,1.0,1.0,0.0
1887,[3982 3345 3366 3436 4001 1796 1854  331  550 1938],"[4270, 3776]",[],0,2,0.0,"[4270, 3776]",2,0.2,"[3982, 3345, 3366, 3436, 4001, 1796, 1854, 331, 550, 1938]",10,1.0,1.0,0.0
1150,[1083 1401 2038  183 2028 1864  229 3503 3092  115],"[1643, 1141, 270, 45, 84, 3094, 371, 395, 764, 710, 1425, 3223, 3387, 1671]",[],0,14,0.0,"[1643, 1141, 270, 45, 84, 3094, 371, 395, 764, 710, 1425, 3223, 3387, 1671]",14,1.4,"[1083, 1401, 2038, 183, 2028, 1864, 229, 3503, 3092, 115]",10,1.0,1.0,0.0
1741,[1148 3869  302 1045 3683 1322 2326 4129 4056 2950],[229],[],0,1,0.0,[229],1,0.1,"[1148, 3869, 302, 1045, 3683, 1322, 2326, 4129, 4056, 2950]",10,1.0,1.0,0.0
237,[ 989  907 4173 3847 3676 4437 1242 2047 1204 3593],"[504, 784, 2762, 2763]",[],0,4,0.0,"[504, 784, 2762, 2763]",4,0.4,"[989, 907, 4173, 3847, 3676, 4437, 1242, 2047, 1204, 3593]",10,1.0,1.0,0.0
1517,[3587 2640  870 3768 1697 1622 3647 1564  432 3851],"[2086, 3345, 791, 1717, 682, 283, 257, 3611, 2504, 781]",[],0,10,0.0,"[2086, 3345, 791, 1717, 682, 283, 257, 3611, 2504, 781]",10,1.0,"[3587, 2640, 870, 3768, 1697, 1622, 3647, 1564, 432, 3851]",10,1.0,1.0,0.0
1721,[  83 4087 2621  514  709 4061 1132 3097 3979  274],"[3095, 3336]",[],0,2,0.0,"[3095, 3336]",2,0.2,"[83, 4087, 2621, 514, 709, 4061, 1132, 3097, 3979, 274]",10,1.0,1.0,0.0
1542,[1129 1039  472 1887 4216 1325 2761 1790 3669 4454],"[4223, 1639, 116, 1291, 723, 49, 1670, 3504, 246]",[],0,9,0.0,"[4223, 1639, 116, 1291, 723, 49, 1670, 3504, 246]",9,0.9,"[1129, 1039, 472, 1887, 4216, 1325, 2761, 1790, 3669, 4454]",10,1.0,1.0,0.0
824,[3984 1156 1368 2563  732 4437 2172 2436  284  914],"[591, 4170, 3673, 1106]",[],0,4,0.0,"[591, 4170, 3673, 1106]",4,0.4,"[3984, 1156, 1368, 2563, 732, 4437, 2172, 2436, 284, 914]",10,1.0,1.0,0.0
1237,[1772 2966 1815   70 2861 2202 4061 2803  749 3579],"[1604, 1385, 330]",[],0,3,0.0,"[1604, 1385, 330]",3,0.3,"[1772, 2966, 1815, 70, 2861, 2202, 4061, 2803, 749, 3579]",10,1.0,1.0,0.0
552,[1618 2719 1469 3753 2710 1475 4268 3729 2170  846],"[1727, 3757, 976, 1915, 10]",[],0,5,0.0,"[1727, 3757, 976, 1915, 10]",5,0.5,"[1618, 2719, 1469, 3753, 2710, 1475, 4268, 3729, 2170, 846]",10,1.0,1.0,0.0
1283,[2920 2432 2625 3863 4267 3649  359 4119 2104 1478],"[3031, 3488, 376, 2602, 1702, 113]",[],0,6,0.0,"[3031, 3488, 376, 2602, 1702, 113]",6,0.6,"[2920, 2432, 2625, 3863, 4267, 3649, 359, 4119, 2104, 1478]",10,1.0,1.0,0.0
1543,[ 222 1540 1654  644 1129 1476  425 2459 1854  689],"[931, 3442, 374, 2940, 2669, 828, 1522]",[],0,7,0.0,"[931, 3442, 374, 2940, 2669, 828, 1522]",7,0.7,"[222, 1540, 1654, 644, 1129, 1476, 425, 2459, 1854, 689]",10,1.0,1.0,0.0
1228,[ 749 3156  660 2458 3050 4295 1931 3481 2810 1815],"[492, 419, 274]",[],0,3,0.0,"[492, 419, 274]",3,0.3,"[749, 3156, 660, 2458, 3050, 4295, 1931, 3481, 2810, 1815]",10,1.0,1.0,0.0
1256,[2035 2606 3339 3260 2578 4424 1903 2080 1750 2276],"[2110, 3504, 2023, 345, 1689, 3984]",[],0,6,0.0,"[2110, 3504, 2023, 345, 1689, 3984]",6,0.6,"[2035, 2606, 3339, 3260, 2578, 4424, 1903, 2080, 1750, 2276]",10,1.0,1.0,0.0
1600,[3833 2352 4353 1021 2956 2081 2431  127 3156 2407],"[228, 685, 180, 489, 2740, 345]",[],0,6,0.0,"[228, 685, 180, 489, 2740, 345]",6,0.6,"[3833, 2352, 4353, 1021, 2956, 2081, 2431, 127, 3156, 2407]",10,1.0,1.0,0.0
1592,[4026 2442 1297 3728 3633 3379 2507  852 1474 2455],"[498, 942, 680]",[],0,3,0.0,"[498, 942, 680]",3,0.3,"[4026, 2442, 1297, 3728, 3633, 3379, 2507, 852, 1474, 2455]",10,1.0,1.0,0.0
575,[2072  287    8  738 2148 2874  573  472 3850 1776],"[384, 1385, 247, 392, 1679, 251, 999]",[],0,7,0.0,"[384, 1385, 247, 392, 1679, 251, 999]",7,0.7,"[2072, 287, 8, 738, 2148, 2874, 573, 472, 3850, 1776]",10,1.0,1.0,0.0
1376,[3741 2941 2376 2483  625  194 1847 3812 3108 3074],"[2406, 916, 2407]",[],0,3,0.0,"[2406, 916, 2407]",3,0.3,"[3741, 2941, 2376, 2483, 625, 194, 1847, 3812, 3108, 3074]",10,1.0,1.0,0.0
1452,[3881 2326 4270 3538 2966 3075  492  792 1509 3079],"[272, 530, 2692, 568]",[],0,4,0.0,"[272, 530, 2692, 568]",4,0.4,"[3881, 2326, 4270, 3538, 2966, 3075, 492, 792, 1509, 3079]",10,1.0,1.0,0.0
236,[ 440 1870 3188 1281 3971 4187 2392 3968 2376  621],"[167, 2099, 202]",[],0,3,0.0,"[167, 2099, 202]",3,0.3,"[440, 1870, 3188, 1281, 3971, 4187, 2392, 3968, 2376, 621]",10,1.0,1.0,0.0
456,[4464  738 2503  582 3611 3345 2434  805 3983 1096],"[116, 939, 3557, 1778]",[],0,4,0.0,"[116, 939, 3557, 1778]",4,0.4,"[4464, 738, 2503, 582, 3611, 3345, 2434, 805, 3983, 1096]",10,1.0,1.0,0.0
325,[3086 3982 3819  386   55 2507  403 1422 2018  222],"[753, 292, 1260, 789, 1817, 446]",[],0,6,0.0,"[753, 292, 1260, 789, 1817, 446]",6,0.6,"[3086, 3982, 3819, 386, 55, 2507, 403, 1422, 2018, 222]",10,1.0,1.0,0.0
1174,[ 478  164 3825 4393   79 1029 3789 3427 3788 2880],"[1067, 939, 2690, 173]",[],0,4,0.0,"[1067, 939, 2690, 173]",4,0.4,"[478, 164, 3825, 4393, 79, 1029, 3789, 3427, 3788, 2880]",10,1.0,1.0,0.0
84,[3587  781  569 3761 1031 1297  492 3870 1158 3949],"[118, 393, 1560, 1568]",[],0,4,0.0,"[118, 393, 1560, 1568]",4,0.4,"[3587, 781, 569, 3761, 1031, 1297, 492, 3870, 1158, 3949]",10,1.0,1.0,0.0
131,[2756 1542 3282 1331  151 1335 2443  912 3194 2485],"[185, 964, 1977]",[],0,3,0.0,"[185, 964, 1977]",3,0.3,"[2756, 1542, 3282, 1331, 151, 1335, 2443, 912, 3194, 2485]",10,1.0,1.0,0.0
1136,[3887 1584  498  965 1215 1340  807 3890 3325  824],"[98, 329, 1381, 3383]",[],0,4,0.0,"[98, 329, 1381, 3383]",4,0.4,"[3887, 1584, 498, 965, 1215, 1340, 807, 3890, 3325, 824]",10,1.0,1.0,0.0
1665,[3836  787 2937 1240  222 1953  858 2041 3587 2810],"[266, 617, 437, 261, 570, 2300]",[],0,6,0.0,"[266, 617, 437, 261, 570, 2300]",6,0.6,"[3836, 787, 2937, 1240, 222, 1953, 858, 2041, 3587, 2810]",10,1.0,1.0,0.0
1858,[4337 2554  333 4273 1651  209 4238 3593 2126  428],"[2200, 3539, 582, 1619, 151]",[],0,5,0.0,"[2200, 3539, 582, 1619, 151]",5,0.5,"[4337, 2554, 333, 4273, 1651, 209, 4238, 3593, 2126, 428]",10,1.0,1.0,0.0
1172,[ 716 4335  388 3911 4156 3899 3486 4216 3243 2104],"[2600, 3093, 3837, 1937, 1956, 2148]",[],0,6,0.0,"[2600, 3093, 3837, 1937, 1956, 2148]",6,0.6,"[716, 4335, 388, 3911, 4156, 3899, 3486, 4216, 3243, 2104]",10,1.0,1.0,0.0
1380,[2665  323 2749 2931 4365 1816 3363 2231  603 2546],"[1628, 333, 328]",[],0,3,0.0,"[1628, 333, 328]",3,0.3,"[2665, 323, 2749, 2931, 4365, 1816, 3363, 2231, 603, 2546]",10,1.0,1.0,0.0
988,[3486  261 3493 2694 3995 1384 3307 2745 3503  151],"[2528, 1155, 941, 1086, 942, 489, 415, 685]",[],0,8,0.0,"[2528, 1155, 941, 1086, 942, 489, 415, 685]",8,0.8,"[3486, 261, 3493, 2694, 3995, 1384, 3307, 2745, 3503, 151]",10,1.0,1.0,0.0
538,[ 149 4193 1197 2929 3904  931 3483 2309 4090 1757],"[564, 355, 1169, 1172]",[],0,4,0.0,"[564, 355, 1169, 1172]",4,0.4,"[149, 4193, 1197, 2929, 3904, 931, 3483, 2309, 4090, 1757]",10,1.0,1.0,0.0
1776,[1220  341 2247 3974 2072 4166 1267  507 3972 4228],"[324, 1033, 706, 279]",[],0,4,0.0,"[324, 1033, 706, 279]",4,0.4,"[1220, 341, 2247, 3974, 2072, 4166, 1267, 507, 3972, 4228]",10,1.0,1.0,0.0
267,[3374  504 4374 2760 2104  146 1191 4038   58  284],"[181, 184, 185, 272]",[],0,4,0.0,"[181, 184, 185, 272]",4,0.4,"[3374, 504, 4374, 2760, 2104, 146, 1191, 4038, 58, 284]",10,1.0,1.0,0.0
893,[1814 1736 3021 2180 2020 3876  749   40  732 1437],"[4244, 1112, 732]",[732],1,3,0.1,"[4244, 1112]",2,0.2,"[1814, 1736, 3021, 2180, 2020, 3876, 749, 40, 1437]",9,0.9,0.6666666666666666,0.3333333333333333
150,[2614  869 2295 2700 4245  688 3164 3971 1370 3796],"[89, 2150, 2149, 371, 617, 1097, 1292]",[],0,7,0.0,"[89, 2150, 2149, 371, 617, 1097, 1292]",7,0.7,"[2614, 869, 2295, 2700, 4245, 688, 3164, 3971, 1370, 3796]",10,1.0,1.0,0.0
605,[1181 3982 4440  145 2631 2336 4246   67 2876 3252],"[1106, 1234, 3879]",[],0,3,0.0,"[1106, 1234, 3879]",3,0.3,"[1181, 3982, 4440, 145, 2631, 2336, 4246, 67, 2876, 3252]",10,1.0,1.0,0.0
1240,[2966 4396 4376 3336 2869 1745 1616 1502 1707  162],"[31, 790]",[],0,2,0.0,"[31, 790]",2,0.2,"[2966, 4396, 4376, 3336, 2869, 1745, 1616, 1502, 1707, 162]",10,1.0,1.0,0.0
1672,[2341 2563 2578 3255   91 3169 1897 2231 2378 1015],"[828, 3639, 1520, 929, 82, 1555]",[],0,6,0.0,"[828, 3639, 1520, 929, 82, 1555]",6,0.6,"[2341, 2563, 2578, 3255, 91, 3169, 1897, 2231, 2378, 1015]",10,1.0,1.0,0.0
917,[ 787 3056 2206 2754 1220    9  222 1231 2100 3380],"[336, 666, 1338, 497]",[],0,4,0.0,"[336, 666, 1338, 497]",4,0.4,"[787, 3056, 2206, 2754, 1220, 9, 222, 1231, 2100, 3380]",10,1.0,1.0,0.0
225,[2410 2249 1366 4115 1924 3811 4014 2358 2181 1967],"[446, 957, 192, 218]",[],0,4,0.0,"[446, 957, 192, 218]",4,0.4,"[2410, 2249, 1366, 4115, 1924, 3811, 4014, 2358, 2181, 1967]",10,1.0,1.0,0.0
1802,[1246  916 1470 4086 2962 1348 2989 2571 3120 1043],"[3351, 187, 342, 4207, 3756, 957]",[],0,6,0.0,"[3351, 187, 342, 4207, 3756, 957]",6,0.6,"[1246, 916, 1470, 4086, 2962, 1348, 2989, 2571, 3120, 1043]",10,1.0,1.0,0.0
1698,[4381 3635 3787  764 3951 1109 3170 2303 4384 1582],"[2597, 101, 82, 649, 2811]",[],0,5,0.0,"[2597, 101, 82, 649, 2811]",5,0.5,"[4381, 3635, 3787, 764, 3951, 1109, 3170, 2303, 4384, 1582]",10,1.0,1.0,0.0
16,[2203 2946 1491 4382 4089 4424  592 3409  120  122],"[434, 444, 453, 442, 452]",[],0,5,0.0,"[434, 444, 453, 442, 452]",5,0.5,"[2203, 2946, 1491, 4382, 4089, 4424, 592, 3409, 120, 122]",10,1.0,1.0,0.0
889,[4435 2205 3282 2862 1310  294 2029 3085 1219  907],"[2287, 302, 125, 384, 1300, 784, 4157]",[],0,7,0.0,"[2287, 302, 125, 384, 1300, 784, 4157]",7,0.7,"[4435, 2205, 3282, 2862, 1310, 294, 2029, 3085, 1219, 907]",10,1.0,1.0,0.0
140,[1363 1681 2750  688 1471 3412 2216  202  977 3555],"[1898, 342, 1056, 1788, 187, 952, 343]",[],0,7,0.0,"[1898, 342, 1056, 1788, 187, 952, 343]",7,0.7,"[1363, 1681, 2750, 688, 1471, 3412, 2216, 202, 977, 3555]",10,1.0,1.0,0.0
424,[1295 3722 1244   47 1222 4306  450 1234 2800 3939],"[57, 323, 2403, 266, 695, 45, 733, 1140]",[],0,8,0.0,"[57, 323, 2403, 266, 695, 45, 733, 1140]",8,0.8,"[1295, 3722, 1244, 47, 1222, 4306, 450, 1234, 2800, 3939]",10,1.0,1.0,0.0
1050,[ 965 1253 2795  430 2286 4033  355 1296 4000 1246],"[1582, 198, 2634, 2933, 2833, 1602, 2628]",[],0,7,0.0,"[1582, 198, 2634, 2933, 2833, 1602, 2628]",7,0.7,"[965, 1253, 2795, 430, 2286, 4033, 355, 1296, 4000, 1246]",10,1.0,1.0,0.0
691,[3108 1122 2598 4090 2810 1546 1883  403 1920 1852],"[952, 2485, 2981, 907, 2502, 1231]",[],0,6,0.0,"[952, 2485, 2981, 907, 2502, 1231]",6,0.6,"[3108, 1122, 2598, 4090, 2810, 1546, 1883, 403, 1920, 1852]",10,1.0,1.0,0.0
1801,[1535 1727 1323 2183 1299 3153  308 3814 1657 3081],"[778, 2366, 446, 257, 733, 2459, 3843]",[],0,7,0.0,"[778, 2366, 446, 257, 733, 2459, 3843]",7,0.7,"[1535, 1727, 1323, 2183, 1299, 3153, 308, 3814, 1657, 3081]",10,1.0,1.0,0.0
1036,[ 832  341 3306 4056 4003 1397 1218 2412 2556  913],"[97, 1001, 1365, 2090]",[],0,4,0.0,"[97, 1001, 1365, 2090]",4,0.4,"[832, 341, 3306, 4056, 4003, 1397, 1218, 2412, 2556, 913]",10,1.0,1.0,0.0
283,[3436 1860 3894  773 3956 2761  573 2372 4404 1657],"[2104, 1842, 1236, 1826, 803]",[],0,5,0.0,"[2104, 1842, 1236, 1826, 803]",5,0.5,"[3436, 1860, 3894, 773, 3956, 2761, 573, 2372, 4404, 1657]",10,1.0,1.0,0.0
439,[1199  383 3640 1342 1225  194 2889 1387  347 3101],"[966, 2103, 144]",[],0,3,0.0,"[966, 2103, 144]",3,0.3,"[1199, 383, 3640, 1342, 1225, 194, 2889, 1387, 347, 3101]",10,1.0,1.0,0.0
417,[3825 3498 3723  770 4343  939 2034 1404 2535 3713],"[3449, 2181, 72, 1133]",[],0,4,0.0,"[3449, 2181, 72, 1133]",4,0.4,"[3825, 3498, 3723, 770, 4343, 939, 2034, 1404, 2535, 3713]",10,1.0,1.0,0.0
903,[4389 2163  775  533 2879  590 2966 3247 2917 3606],"[164, 201, 151, 687]",[],0,4,0.0,"[164, 201, 151, 687]",4,0.4,"[4389, 2163, 775, 533, 2879, 590, 2966, 3247, 2917, 3606]",10,1.0,1.0,0.0
470,[4156 4436  131 3204 3736 2696 3647  925 2852 4247],"[104, 190, 184, 1865]",[],0,4,0.0,"[104, 190, 184, 1865]",4,0.4,"[4156, 4436, 131, 3204, 3736, 2696, 3647, 925, 2852, 4247]",10,1.0,1.0,0.0
1572,[ 656  578 2874  364 1458   25 2636 1962 4258 2381],"[4373, 3504]",[],0,2,0.0,"[4373, 3504]",2,0.2,"[656, 578, 2874, 364, 1458, 25, 2636, 1962, 4258, 2381]",10,1.0,1.0,0.0
1194,[1674 4347  834 2463 3906 3086 4098 3435 2583 1649],"[4098, 3514]",[4098],1,2,0.1,[3514],1,0.1,"[1674, 4347, 834, 2463, 3906, 3086, 3435, 2583, 1649]",9,0.9,0.5,0.5
440,[4335 1438  716  613 2943 3261 1040  686 2999 1476],"[360, 935, 1520, 549, 2631, 3517]",[],0,6,0.0,"[360, 935, 1520, 549, 2631, 3517]",6,0.6,"[4335, 1438, 716, 613, 2943, 3261, 1040, 686, 2999, 1476]",10,1.0,1.0,0.0
1125,[3767 2099 2300  831 2825 3362 2352 1451 3022 1292],"[38, 1361, 92]",[],0,3,0.0,"[38, 1361, 92]",3,0.3,"[3767, 2099, 2300, 831, 2825, 3362, 2352, 1451, 3022, 1292]",10,1.0,1.0,0.0
270,[1902  597 2355 4456 1378 3115 1825 1238  194 1360],"[2726, 1096, 56, 2927, 2929, 2926]",[],0,6,0.0,"[2726, 1096, 56, 2927, 2929, 2926]",6,0.6,"[1902, 597, 2355, 4456, 1378, 3115, 1825, 1238, 194, 1360]",10,1.0,1.0,0.0
513,[4423 1672 1985 1242 2145 3130 4330 3865 3414  749],"[1832, 1335]",[],0,2,0.0,"[1832, 1335]",2,0.2,"[4423, 1672, 1985, 1242, 2145, 3130, 4330, 3865, 3414, 749]",10,1.0,1.0,0.0
1085,[ 578 4435  323 1871 1744 3336 4260 2024 2958 4341],"[336, 495, 685, 672]",[],0,4,0.0,"[336, 495, 685, 672]",4,0.4,"[578, 4435, 323, 1871, 1744, 3336, 4260, 2024, 2958, 4341]",10,1.0,1.0,0.0
430,[1582  212 3906 4057 3500 3852 2928 3493  790 3428],"[926, 3484]",[],0,2,0.0,"[926, 3484]",2,0.2,"[1582, 212, 3906, 4057, 3500, 3852, 2928, 3493, 790, 3428]",10,1.0,1.0,0.0
756,[4411  749 1776 1388 3176  452 3017 1625 2249 2174],"[142, 1056, 1645]",[],0,3,0.0,"[142, 1056, 1645]",3,0.3,"[4411, 749, 1776, 1388, 3176, 452, 3017, 1625, 2249, 2174]",10,1.0,1.0,0.0
362,[3200 3673 3878 2325 1582 1025 2051  225  562 3369],"[1812, 3097, 3283, 3240, 612]",[],0,5,0.0,"[1812, 3097, 3283, 3240, 612]",5,0.5,"[3200, 3673, 3878, 2325, 1582, 1025, 2051, 225, 562, 3369]",10,1.0,1.0,0.0
1763,[ 149 2481   14 4388 3376  844 3568  986 2555 2226],"[153, 2075, 2207, 1056, 330, 136, 3237, 2292]",[],0,8,0.0,"[153, 2075, 2207, 1056, 330, 136, 3237, 2292]",8,0.8,"[149, 2481, 14, 4388, 3376, 844, 3568, 986, 2555, 2226]",10,1.0,1.0,0.0
393,[4089  357 3692 4335 3926 3326 3420 3022  838 3612],"[273, 970, 3370, 1926]",[],0,4,0.0,"[273, 970, 3370, 1926]",4,0.4,"[4089, 357, 3692, 4335, 3926, 3326, 3420, 3022, 838, 3612]",10,1.0,1.0,0.0
349,[2261 1851  357 4031 2001 1106   73 2465 1674 1698],"[313, 1546, 81, 2338, 2513, 470, 1777]",[],0,7,0.0,"[313, 1546, 81, 2338, 2513, 470, 1777]",7,0.7,"[2261, 1851, 357, 4031, 2001, 1106, 73, 2465, 1674, 1698]",10,1.0,1.0,0.0
648,[1139 4353 4335 2422 2405 2871  528 2961 2590 2642],"[2468, 1781, 1522, 2358, 3689, 64, 3942]",[],0,7,0.0,"[2468, 1781, 1522, 2358, 3689, 64, 3942]",7,0.7,"[1139, 4353, 4335, 2422, 2405, 2871, 528, 2961, 2590, 2642]",10,1.0,1.0,0.0
1564,[1714 3770 2439 2335 1528 1467  665 2783   58 3341],"[1073, 616, 718, 2746, 2463, 777, 193]",[],0,7,0.0,"[1073, 616, 718, 2746, 2463, 777, 193]",7,0.7,"[1714, 3770, 2439, 2335, 1528, 1467, 665, 2783, 58, 3341]",10,1.0,1.0,0.0
186,[2741  789 3458 1386 2292 2341 3685  947  113 3359],"[242, 823, 90, 255, 929]",[],0,5,0.0,"[242, 823, 90, 255, 929]",5,0.5,"[2741, 789, 3458, 1386, 2292, 2341, 3685, 947, 113, 3359]",10,1.0,1.0,0.0
1692,[ 114 2721  466 2406 3178 3810 1347 3628 1380 2394],"[830, 587]",[],0,2,0.0,"[830, 587]",2,0.2,"[114, 2721, 466, 2406, 3178, 3810, 1347, 3628, 1380, 2394]",10,1.0,1.0,0.0
804,[2332 3319 1395 1843 3919 1277  990  141 2956 4417],"[610, 1779, 894, 2388, 3254, 2825, 1265, 2824, 2827]",[],0,9,0.0,"[610, 1779, 894, 2388, 3254, 2825, 1265, 2824, 2827]",9,0.9,"[2332, 3319, 1395, 1843, 3919, 1277, 990, 141, 2956, 4417]",10,1.0,1.0,0.0
1112,[ 131 1502 3906 4170 1727  279   17 1707  475 1805],"[97, 49, 255]",[],0,3,0.0,"[97, 49, 255]",3,0.3,"[131, 1502, 3906, 4170, 1727, 279, 17, 1707, 475, 1805]",10,1.0,1.0,0.0
565,[ 869  279  786 2092 3972 3349 4322 3479 3636 1161],[1809],[],0,1,0.0,[1809],1,0.1,"[869, 279, 786, 2092, 3972, 3349, 4322, 3479, 3636, 1161]",10,1.0,1.0,0.0
1407,[4335 1514 3451  431 4402 1033 2160 1415 4084 1868],"[298, 1088, 453, 2070, 673, 1576]",[],0,6,0.0,"[298, 1088, 453, 2070, 673, 1576]",6,0.6,"[4335, 1514, 3451, 431, 4402, 1033, 2160, 1415, 4084, 1868]",10,1.0,1.0,0.0
822,[1681 2327 3950 2713 1315  567 3738  680  420 1491],"[392, 2903, 379, 2005, 239, 824]",[],0,6,0.0,"[392, 2903, 379, 2005, 239, 824]",6,0.6,"[1681, 2327, 3950, 2713, 1315, 567, 3738, 680, 420, 1491]",10,1.0,1.0,0.0
1212,[1806 1040 1282 3363 3744   19  953 4325 2427 3942],"[438, 827, 937, 329, 1983]",[],0,5,0.0,"[438, 827, 937, 329, 1983]",5,0.5,"[1806, 1040, 1282, 3363, 3744, 19, 953, 4325, 2427, 3942]",10,1.0,1.0,0.0
310,[2302 3599 1681  603  807  884 1226 4197  722 2852],"[65, 1385, 167, 145]",[],0,4,0.0,"[65, 1385, 167, 145]",4,0.4,"[2302, 3599, 1681, 603, 807, 884, 1226, 4197, 722, 2852]",10,1.0,1.0,0.0
